,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
1352,NC_007795.1,gene,700910,701383,-,protein_coding,SAOUHSC_00716,SAOUHSC_00716,NA,hypothetical protein
1354,NC_007795.1,gene,701725,702165,-,protein_coding,SAOUHSC_00717,SAOUHSC_00717,NA,hypothetical protein
1356,NC_007795.1,gene,702445,703029,-,protein_coding,SAOUHSC_00718,SAOUHSC_00718,NA,hypothetical protein
1358,NC_007795.1,gene,703128,703841,-,protein_coding,SAOUHSC_00719,SAOUHSC_00719,NA,7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
1360,NC_007795.1,gene,703845,704264,-,protein_coding,SAOUHSC_00720,SAOUHSC_00720,NA,6-pyruvoyl tetrahydropterin synthase
1362,NC_007795.1,gene,704266,704934,-,protein_coding,SAOUHSC_00721,SAOUHSC_00721,NA,7-cyano-7-deazaguanine synthase QueC
1364,NC_007795.1,gene,705285,705878,+,protein_coding,SAOUHSC_00722,SAOUHSC_00722,NA,para-aminobenzoate synthase glutamine amidotransferase component II
1366,NC_007795.1,gene,705862,707013,+,protein_coding,SAOUHSC_00723,SAOUHSC_00723,NA,hypothetical protein
1368,NC_007795.1,gene,707013,707621,+,protein_coding,SAOUHSC_00724,SAOUHSC_00724,NA,chorismate binding protein
1370,NC_007795.1,gene,707687,707893,+,protein_coding,SAOUHSC_00725,SAOUHSC_00725,NA,hypothetical protein
1372,NC_007795.1,gene,707981,708691,+,protein_coding,SAOUHSC_00726,SAOUHSC_00726,NA,hypothetical protein
1374,NC_007795.1,gene,708675,709679,+,protein_coding,SAOUHSC_00727,SAOUHSC_00727,NA,hypothetical protein
1376,NC_007795.1,gene,710153,712093,+,protein_coding,SAOUHSC_00728,SAOUHSC_00728,NA,hypothetical protein
1378,NC_007795.1,gene,712364,714247,+,protein_coding,SAOUHSC_00729,SAOUHSC_00729,NA,ABC transporter ATP-binding protein
1380,NC_007795.1,gene,714259,716040,+,protein_coding,SAOUHSC_00730,SAOUHSC_00730,NA,ATP-dependent DNA helicase RecQ
1382,NC_007795.1,gene,716262,717239,+,protein_coding,SAOUHSC_00731,SAOUHSC_00731,NA,ABC transporter
1384,NC_007795.1,gene,717232,718746,+,protein_coding,SAOUHSC_00732,SAOUHSC_00732,NA,amino acid ABC transporter permease
1386,NC_007795.1,gene,718986,720044,+,protein_coding,SAOUHSC_00733,SAOUHSC_00733,NA,histidinol-phosphate aminotransferase
1388,NC_007795.1,gene,720395,720937,+,protein_coding,SAOUHSC_00734,SAOUHSC_00734,NA,hypothetical protein
1390,NC_007795.1,gene,721050,721148,+,protein_coding,SAOUHSC_00735,SAOUHSC_00735,NA,hypothetical protein
1392,NC_007795.1,gene,721561,722478,-,protein_coding,SAOUHSC_00736,SAOUHSC_00736,NA,hypothetical protein
1394,NC_007795.1,gene,722569,722670,+,protein_coding,SAOUHSC_00737,SAOUHSC_00737,NA,hypothetical protein
1396,NC_007795.1,gene,722748,724253,-,protein_coding,SAOUHSC_00738,SAOUHSC_00738,NA,hypothetical protein
1398,NC_007795.1,gene,724594,725094,-,protein_coding,SAOUHSC_00739,SAOUHSC_00739,NA,7-cyano-7-deazaguanine reductase
1400,NC_007795.1,gene,725114,725848,-,protein_coding,SAOUHSC_00740,SAOUHSC_00740,NA,hypothetical protein
1402,NC_007795.1,gene,726781,727179,+,protein_coding,nrdI,SAOUHSC_00741,NA,ribonucleotide reductase stimulatory protein
1404,NC_007795.1,gene,727082,729247,+,protein_coding,SAOUHSC_00742,SAOUHSC_00742,NA,ribonucleotide-diphosphate reductase subunit alpha
1406,NC_007795.1,gene,729365,730336,+,protein_coding,nrdF,SAOUHSC_00743,NA,ribonucleotide-diphosphate reductase subunit beta
1408,NC_007795.1,gene,730469,730573,+,protein_coding,SAOUHSC_00744,SAOUHSC_00744,NA,hypothetical protein
1410,NC_007795.1,gene,730850,731005,+,protein_coding,SAOUHSC_00745,SAOUHSC_00745,NA,hypothetical protein
1412,NC_007795.1,gene,731044,732015,+,protein_coding,SAOUHSC_00746,SAOUHSC_00746,NA,hypothetical protein
1414,NC_007795.1,gene,732002,732958,+,protein_coding,SAOUHSC_00747,SAOUHSC_00747,NA,hypothetical protein
1416,NC_007795.1,gene,732955,733716,+,protein_coding,SAOUHSC_00748,SAOUHSC_00748,NA,hypothetical protein
1418,NC_007795.1,gene,733835,734863,+,protein_coding,SAOUHSC_00749,SAOUHSC_00749,NA,hypothetical protein
1420,NC_007795.1,gene,735180,735494,-,protein_coding,SAOUHSC_00751,SAOUHSC_00751,NA,hypothetical protein
1422,NC_007795.1,gene,735512,736435,-,protein_coding,murB,SAOUHSC_00752,NA,UDP-N-acetylenolpyruvoylglucosamine reductase
1424,NC_007795.1,gene,736562,737080,-,protein_coding,SAOUHSC_00753,SAOUHSC_00753,NA,hypothetical protein
1426,NC_007795.1,gene,737200,738078,+,protein_coding,SAOUHSC_00754,SAOUHSC_00754,NA,hypothetical protein
1428,NC_007795.1,gene,738232,738552,+,protein_coding,SAOUHSC_00755,SAOUHSC_00755,NA,hypothetical protein
1430,NC_007795.1,gene,738977,740101,+,protein_coding,SAOUHSC_00756,SAOUHSC_00756,NA,hypothetical protein
1432,NC_007795.1,gene,740290,741516,-,protein_coding,SAOUHSC_00757,SAOUHSC_00757,NA,peptidase T
1434,NC_007795.1,gene,741530,742024,-,protein_coding,SAOUHSC_00758,SAOUHSC_00758,NA,hypothetical protein
1436,NC_007795.1,gene,742042,742803,-,protein_coding,SAOUHSC_00759,SAOUHSC_00759,NA,hypothetical protein
1438,NC_007795.1,gene,742999,744069,-,protein_coding,SAOUHSC_00760,SAOUHSC_00760,NA,hypothetical protein
1440,NC_007795.1,gene,744387,745442,+,protein_coding,SAOUHSC_00762,SAOUHSC_00762,NA,hypothetical protein
1442,NC_007795.1,gene,745612,746253,-,protein_coding,SAOUHSC_00763,SAOUHSC_00763,NA,hypothetical protein
1444,NC_007795.1,gene,746397,746780,+,protein_coding,SAOUHSC_00764,SAOUHSC_00764,NA,hypothetical protein
1446,NC_007795.1,gene,747288,748226,+,protein_coding,SAOUHSC_00765,SAOUHSC_00765,NA,hypothetical protein
1448,NC_007795.1,gene,748219,748893,+,protein_coding,SAOUHSC_00766,SAOUHSC_00766,NA,hypothetical protein
1450,NC_007795.1,gene,748954,749526,+,protein_coding,SAOUHSC_00767,SAOUHSC_00767,NA,hypothetical protein
1452,NC_007795.1,gene,749940,752471,+,protein_coding,secA,SAOUHSC_00769,NA,preprotein translocase subunit SecA
1454,NC_007795.1,gene,752513,752617,+,protein_coding,SAOUHSC_00770,SAOUHSC_00770,NA,hypothetical protein
1456,NC_007795.1,gene,753021,753896,+,protein_coding,SAOUHSC_00771,SAOUHSC_00771,NA,peptide chain release factor 2
1458,NC_007795.1,gene,754050,754157,+,protein_coding,SAOUHSC_00772,SAOUHSC_00772,NA,hypothetical protein
1460,NC_007795.1,gene,754305,755144,+,protein_coding,SAOUHSC_00773,SAOUHSC_00773,NA,LysM domain-containing protein
1462,NC_007795.1,gene,755318,755968,+,protein_coding,SAOUHSC_00774,SAOUHSC_00774,NA,hypothetical protein
1464,NC_007795.1,gene,755965,756201,+,protein_coding,SAOUHSC_00775,SAOUHSC_00775,NA,hypothetical protein
1466,NC_007795.1,gene,756470,757501,+,protein_coding,SAOUHSC_00776,SAOUHSC_00776,NA,excinuclease ABC subunit B
1468,NC_007795.1,gene,757511,758527,+,protein_coding,SAOUHSC_00778,SAOUHSC_00778,NA,hypothetical protein
1470,NC_007795.1,gene,758680,759654,+,protein_coding,SAOUHSC_00779,SAOUHSC_00779,NA,excinuclease ABC subunit B
1472,NC_007795.1,gene,759662,762508,+,protein_coding,uvrA,SAOUHSC_00780,NA,excinuclease ABC subunit A
1474,NC_007795.1,gene,763170,764102,+,protein_coding,SAOUHSC_00781,SAOUHSC_00781,NA,HPr kinase/phosphorylase
1476,NC_007795.1,gene,764108,764947,+,protein_coding,SAOUHSC_00782,SAOUHSC_00782,NA,prolipoprotein diacylglyceryl transferase
1478,NC_007795.1,gene,764955,765440,+,protein_coding,SAOUHSC_00783,SAOUHSC_00783,NA,hypothetical protein
1480,NC_007795.1,gene,765448,766887,+,protein_coding,SAOUHSC_00784,SAOUHSC_00784,NA,hypothetical protein
1482,NC_007795.1,gene,766954,767889,+,protein_coding,SAOUHSC_00785,SAOUHSC_00785,NA,thioredoxin reductase
1484,NC_007795.1,gene,768263,768688,-,protein_coding,SAOUHSC_00786,SAOUHSC_00786,NA,hypothetical protein
1486,NC_007795.1,gene,768883,769794,+,protein_coding,SAOUHSC_00787,SAOUHSC_00787,NA,hypothetical protein
1488,NC_007795.1,gene,769791,770786,+,protein_coding,SAOUHSC_00788,SAOUHSC_00788,NA,hypothetical protein
1490,NC_007795.1,gene,770896,771840,+,protein_coding,SAOUHSC_00789,SAOUHSC_00789,NA,hypothetical protein
1492,NC_007795.1,gene,772155,772226,-,tRNA,SAOUHSC_T0005,SAOUHSC_T0005,NA,NA
1495,NC_007795.1,gene,772413,773000,+,protein_coding,clpP,SAOUHSC_00790,NA,ATP-dependent Clp protease proteolytic subunit
1497,NC_007795.1,gene,773243,774145,-,protein_coding,SAOUHSC_00792,SAOUHSC_00792,NA,hypothetical protein
1499,NC_007795.1,gene,774848,775477,+,protein_coding,SAOUHSC_00793,SAOUHSC_00793,NA,hypothetical protein
1501,NC_007795.1,gene,776119,777132,+,protein_coding,SAOUHSC_00794,SAOUHSC_00794,NA,glycolytic operon regulator
1503,NC_007795.1,gene,777185,778195,+,protein_coding,SAOUHSC_00795,SAOUHSC_00795,NA,glyceraldehyde-3-phosphate dehydrogenase
1505,NC_007795.1,gene,778334,779524,+,protein_coding,pgk,SAOUHSC_00796,NA,phosphoglycerate kinase
1507,NC_007795.1,gene,779646,780407,+,protein_coding,tpiA,SAOUHSC_00797,NA,triosephosphate isomerase
1509,NC_007795.1,gene,780410,781927,+,protein_coding,SAOUHSC_00798,SAOUHSC_00798,NA,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
1511,NC_007795.1,gene,782057,783361,+,protein_coding,eno,SAOUHSC_00799,NA,phosphopyruvate hydratase
1513,NC_007795.1,gene,783701,784159,+,protein_coding,SAOUHSC_00800,SAOUHSC_00800,NA,hypothetical protein
1515,NC_007795.1,gene,784226,784459,+,protein_coding,secG,SAOUHSC_00801,NA,preprotein translocase subunit SecG
1517,NC_007795.1,gene,784575,785315,+,protein_coding,SAOUHSC_00802,SAOUHSC_00802,NA,carboxylesterase
1519,NC_007795.1,gene,785349,787721,+,protein_coding,SAOUHSC_00803,SAOUHSC_00803,NA,ribonuclease R
1521,NC_007795.1,gene,787743,788207,+,protein_coding,smpB,SAOUHSC_00804,NA,SsrA-binding protein
1523,NC_007795.1,gene,789529,789852,-,protein_coding,SAOUHSC_00806,SAOUHSC_00806,NA,hypothetical protein
1525,NC_007795.1,gene,789868,790014,-,protein_coding,SAOUHSC_00807,SAOUHSC_00807,NA,hypothetical protein
1527,NC_007795.1,gene,790206,790934,-,protein_coding,SAOUHSC_00808,SAOUHSC_00808,NA,hypothetical protein
1529,NC_007795.1,gene,791370,791525,+,protein_coding,SAOUHSC_00809,SAOUHSC_00809,NA,hypothetical protein
1531,NC_007795.1,gene,791533,792054,+,protein_coding,SAOUHSC_00810,SAOUHSC_00810,NA,hypothetical protein
1533,NC_007795.1,gene,792193,792723,+,protein_coding,SAOUHSC_00811,SAOUHSC_00811,NA,hypothetical protein
1535,NC_007795.1,gene,792986,795769,+,protein_coding,SAOUHSC_00812,SAOUHSC_00812,NA,clumping factor
1537,NC_007795.1,gene,797866,798888,+,protein_coding,SAOUHSC_00816,SAOUHSC_00816,NA,extracellular matrix and plasma binding protein
1539,NC_007795.1,gene,799223,799693,+,protein_coding,SAOUHSC_00817,SAOUHSC_00817,NA,hypothetical protein
1541,NC_007795.1,gene,800034,800720,+,protein_coding,SAOUHSC_00818,SAOUHSC_00818,NA,thermonuclease
1543,NC_007795.1,gene,801077,801277,+,protein_coding,SAOUHSC_00819,SAOUHSC_00819,NA,hypothetical protein
1545,NC_007795.1,gene,801773,801991,-,protein_coding,SAOUHSC_00820,SAOUHSC_00820,NA,hypothetical protein
1547,NC_007795.1,gene,802053,802337,-,protein_coding,SAOUHSC_00821,SAOUHSC_00821,NA,hypothetical protein
1549,NC_007795.1,gene,802425,802994,-,protein_coding,SAOUHSC_00822,SAOUHSC_00822,NA,hypothetical protein
1551,NC_007795.1,gene,803182,803370,-,protein_coding,SAOUHSC_00823,SAOUHSC_00823,NA,hypothetical protein
1553,NC_007795.1,gene,803399,803659,-,protein_coding,SAOUHSC_00824,SAOUHSC_00824,NA,hypothetical protein
1555,NC_007795.1,gene,804000,804203,+,protein_coding,SAOUHSC_00825,SAOUHSC_00825,NA,hypothetical protein
1557,NC_007795.1,gene,804200,804436,-,protein_coding,SAOUHSC_00826,SAOUHSC_00826,NA,hypothetical protein
1559,NC_007795.1,gene,804682,805242,+,protein_coding,SAOUHSC_00827,SAOUHSC_00827,NA,hypothetical protein
1561,NC_007795.1,gene,805315,805932,-,protein_coding,SAOUHSC_00828,SAOUHSC_00828,NA,hypothetical protein
1563,NC_007795.1,gene,806087,806581,-,protein_coding,SAOUHSC_00830,SAOUHSC_00830,NA,hypothetical protein
1565,NC_007795.1,gene,806980,807402,-,protein_coding,SAOUHSC_00831,SAOUHSC_00831,NA,hypothetical protein
1567,NC_007795.1,gene,807550,808266,+,protein_coding,SAOUHSC_00832,SAOUHSC_00832,NA,3-dehydroquinase
1569,NC_007795.1,gene,808349,808888,+,protein_coding,SAOUHSC_00833,SAOUHSC_00833,NA,hypothetical protein
1571,NC_007795.1,gene,809038,809358,-,protein_coding,SAOUHSC_00834,SAOUHSC_00834,NA,thioredoxin
1573,NC_007795.1,gene,809502,809858,+,protein_coding,SAOUHSC_00835,SAOUHSC_00835,NA,hypothetical protein
1575,NC_007795.1,gene,810016,810396,+,protein_coding,SAOUHSC_00836,SAOUHSC_00836,NA,glycine cleavage system protein H
1577,NC_007795.1,gene,810460,810573,+,protein_coding,SAOUHSC_00837,SAOUHSC_00837,NA,hypothetical protein
1579,NC_007795.1,gene,810575,811453,+,protein_coding,SAOUHSC_00838,SAOUHSC_00838,NA,hypothetical protein
1581,NC_007795.1,gene,811872,811985,+,protein_coding,SAOUHSC_00839,SAOUHSC_00839,NA,hypothetical protein
1583,NC_007795.1,gene,812195,812581,+,protein_coding,SAOUHSC_00840,SAOUHSC_00840,NA,hypothetical protein
1585,NC_007795.1,gene,812574,812870,+,protein_coding,SAOUHSC_00841,SAOUHSC_00841,NA,hypothetical protein
1587,NC_007795.1,gene,813120,814145,+,protein_coding,SAOUHSC_00842,SAOUHSC_00842,NA,ABC transporter ATP-binding protein
1589,NC_007795.1,gene,814138,814833,+,protein_coding,SAOUHSC_00843,SAOUHSC_00843,NA,hypothetical protein
1591,NC_007795.1,gene,814851,815672,+,protein_coding,SAOUHSC_00844,SAOUHSC_00844,NA,hypothetical protein
1593,NC_007795.1,gene,816026,816220,+,protein_coding,SAOUHSC_00845,SAOUHSC_00845,NA,hypothetical protein
1595,NC_007795.1,gene,816453,817304,-,protein_coding,SAOUHSC_00846,SAOUHSC_00846,NA,hypothetical protein
1597,NC_007795.1,gene,817632,818393,+,protein_coding,SAOUHSC_00847,SAOUHSC_00847,NA,ABC transporter ATP-binding protein
1599,NC_007795.1,gene,818491,819798,+,protein_coding,SAOUHSC_00848,SAOUHSC_00848,NA,hypothetical protein
1601,NC_007795.1,gene,819904,821154,+,protein_coding,SAOUHSC_00849,SAOUHSC_00849,NA,aminotransferase
1603,NC_007795.1,gene,821144,821608,+,protein_coding,SAOUHSC_00850,SAOUHSC_00850,NA,hypothetical protein
1605,NC_007795.1,gene,821759,823156,+,protein_coding,SAOUHSC_00851,SAOUHSC_00851,NA,hypothetical protein
1607,NC_007795.1,gene,823343,823480,+,protein_coding,SAOUHSC_00852,SAOUHSC_00852,NA,hypothetical protein
1609,NC_007795.1,gene,823486,823800,-,protein_coding,SAOUHSC_00853,SAOUHSC_00853,NA,hypothetical protein
1611,NC_007795.1,gene,824165,825205,+,protein_coding,SAOUHSC_00854,SAOUHSC_00854,NA,hypothetical protein
1613,NC_007795.1,gene,825219,826286,+,protein_coding,SAOUHSC_00855,SAOUHSC_00855,NA,hypothetical protein
1615,NC_007795.1,gene,826353,826451,+,protein_coding,SAOUHSC_00857,SAOUHSC_00857,NA,hypothetical protein
1617,NC_007795.1,gene,826499,827347,+,protein_coding,SAOUHSC_00858,SAOUHSC_00858,NA,hypothetical protein
1619,NC_007795.1,gene,827360,828187,+,protein_coding,SAOUHSC_00859,SAOUHSC_00859,NA,hypothetical protein
1621,NC_007795.1,gene,828214,829533,+,protein_coding,SAOUHSC_00860,SAOUHSC_00860,NA,5-nucleotidase family protein
1623,NC_007795.1,gene,829617,830534,+,protein_coding,SAOUHSC_00861,SAOUHSC_00861,NA,lipoyl synthase
1625,NC_007795.1,gene,830664,831047,+,protein_coding,SAOUHSC_00862,SAOUHSC_00862,NA,hypothetical protein
1627,NC_007795.1,gene,831126,831392,-,protein_coding,SAOUHSC_00863,SAOUHSC_00863,NA,hypothetical protein
1629,NC_007795.1,gene,831490,831924,+,protein_coding,SAOUHSC_00864,SAOUHSC_00864,NA,hypothetical protein
1631,NC_007795.1,gene,831924,832703,+,protein_coding,SAOUHSC_00865,SAOUHSC_00865,NA,hypothetical protein
1633,NC_007795.1,gene,832811,833695,+,protein_coding,SAOUHSC_00866,SAOUHSC_00866,NA,D-isomer specific 2-hydroxyacid dehydrogenase NAD binding domain-containing protein
1635,NC_007795.1,gene,833949,834059,+,protein_coding,SAOUHSC_00867,SAOUHSC_00867,NA,hypothetical protein
1637,NC_007795.1,gene,834107,834259,+,protein_coding,SAOUHSC_00868,SAOUHSC_00868,NA,hypothetical protein
1639,NC_007795.1,gene,834275,835732,+,protein_coding,SAOUHSC_00869,SAOUHSC_00869,NA,D-alanine--poly(phosphoribitol) ligase subunit 1
1641,NC_007795.1,gene,835729,836943,+,protein_coding,SAOUHSC_00870,SAOUHSC_00870,NA,D-alanine transfer protein DltB
1643,NC_007795.1,gene,836961,837197,+,protein_coding,SAOUHSC_00871,SAOUHSC_00871,NA,D-alanine--poly(phosphoribitol) ligase subunit 2
1645,NC_007795.1,gene,837194,838369,+,protein_coding,SAOUHSC_00872,SAOUHSC_00872,NA,extramembranal protein
1647,NC_007795.1,gene,838632,838874,-,protein_coding,SAOUHSC_00873,SAOUHSC_00873,NA,hypothetical protein
1649,NC_007795.1,gene,838975,839298,+,protein_coding,SAOUHSC_00874,SAOUHSC_00874,NA,hypothetical protein
1651,NC_007795.1,gene,839357,840421,-,protein_coding,SAOUHSC_00875,SAOUHSC_00875,NA,hypothetical protein
1653,NC_007795.1,gene,840738,840974,+,protein_coding,SAOUHSC_00876,SAOUHSC_00876,NA,hypothetical protein
1655,NC_007795.1,gene,840987,841346,+,protein_coding,SAOUHSC_00877,SAOUHSC_00877,NA,hypothetical protein
1657,NC_007795.1,gene,841800,843008,+,protein_coding,SAOUHSC_00878,SAOUHSC_00878,NA,hypothetical protein
1659,NC_007795.1,gene,843139,844614,+,protein_coding,SAOUHSC_00879,SAOUHSC_00879,NA,cytosol aminopeptidase
1661,NC_007795.1,gene,845025,846341,+,protein_coding,SAOUHSC_00880,SAOUHSC_00880,NA,hypothetical protein
1663,NC_007795.1,gene,846360,846734,+,protein_coding,SAOUHSC_00881,SAOUHSC_00881,NA,hypothetical protein
1665,NC_007795.1,gene,846790,847944,-,protein_coding,SAOUHSC_00882,SAOUHSC_00882,NA,hypothetical protein
1667,NC_007795.1,gene,848193,848549,-,protein_coding,SAOUHSC_00883,SAOUHSC_00883,NA,monovalent cation/H+ antiporter subunit G
1669,NC_007795.1,gene,848527,848820,-,protein_coding,SAOUHSC_00884,SAOUHSC_00884,NA,monovalent cation/H+ antiporter subunit F
1671,NC_007795.1,gene,848820,849299,-,protein_coding,SAOUHSC_00885,SAOUHSC_00885,NA,monovalent cation/H+ antiporter subunit E
1673,NC_007795.1,gene,849301,850797,-,protein_coding,SAOUHSC_00886,SAOUHSC_00886,NA,monovalent cation/H+ antiporter subunit D
1675,NC_007795.1,gene,850790,851119,-,protein_coding,SAOUHSC_00887,SAOUHSC_00887,NA,monovalent cation/H+ antiporter subunit C
1677,NC_007795.1,gene,851131,851559,-,protein_coding,SAOUHSC_00888,SAOUHSC_00888,NA,monovalent cation/H+ antiporter subunit B
1679,NC_007795.1,gene,851552,853957,-,protein_coding,SAOUHSC_00889,SAOUHSC_00889,NA,monovalent cation/H+ antiporter subunit A
1681,NC_007795.1,gene,854088,854471,-,protein_coding,SAOUHSC_00890,SAOUHSC_00890,NA,hypothetical protein
1683,NC_007795.1,gene,854535,855128,+,protein_coding,SAOUHSC_00891,SAOUHSC_00891,NA,cyclophilin-type peptidyl-prolyl cis-trans isomerase
1685,NC_007795.1,gene,855577,855921,+,protein_coding,SAOUHSC_00892,SAOUHSC_00892,NA,hypothetical protein
1687,NC_007795.1,gene,856283,857410,+,protein_coding,SAOUHSC_00893,SAOUHSC_00893,NA,FMN oxidoreductase
1689,NC_007795.1,gene,857718,858908,+,protein_coding,rocD,SAOUHSC_00894,NA,ornithine--oxo-acid transaminase
1691,NC_007795.1,gene,859017,860261,+,protein_coding,SAOUHSC_00895,SAOUHSC_00895,NA,glutamate dehydrogenase
1693,NC_007795.1,gene,860487,860678,+,protein_coding,SAOUHSC_00896,SAOUHSC_00896,NA,hypothetical protein
1695,NC_007795.1,gene,860764,861693,-,protein_coding,SAOUHSC_00897,SAOUHSC_00897,NA,hypothetical protein
1697,NC_007795.1,gene,861935,863314,-,protein_coding,SAOUHSC_00898,SAOUHSC_00898,NA,argininosuccinate lyase
1699,NC_007795.1,gene,863304,864509,-,protein_coding,SAOUHSC_00899,SAOUHSC_00899,NA,argininosuccinate synthase
1701,NC_007795.1,gene,864860,866191,+,protein_coding,pgi,SAOUHSC_00900,NA,glucose-6-phosphate isomerase
1703,NC_007795.1,gene,866516,867091,+,protein_coding,SAOUHSC_00901,SAOUHSC_00901,NA,hypothetical protein
1705,NC_007795.1,gene,867096,867620,+,protein_coding,SAOUHSC_00902,SAOUHSC_00902,NA,signal peptidase IA
1707,NC_007795.1,gene,867744,868211,+,protein_coding,SAOUHSC_00903,SAOUHSC_00903,NA,signal peptidase IB
1709,NC_007795.1,gene,868371,871847,+,protein_coding,SAOUHSC_00904,SAOUHSC_00904,NA,exonuclease RexB
1711,NC_007795.1,gene,871848,875501,+,protein_coding,SAOUHSC_00905,SAOUHSC_00905,NA,ATP-dependent nuclease subunit A
1713,NC_007795.1,gene,875667,876569,+,protein_coding,SAOUHSC_00906,SAOUHSC_00906,NA,hypothetical protein
1715,NC_007795.1,gene,876898,877287,+,protein_coding,SAOUHSC_00907,SAOUHSC_00907,NA,hypothetical protein
1717,NC_007795.1,gene,877458,878774,-,protein_coding,SAOUHSC_00908,SAOUHSC_00908,NA,coenzyme A disulfide reductase
1719,NC_007795.1,gene,878826,879650,-,protein_coding,SAOUHSC_00909,SAOUHSC_00909,NA,hypothetical protein
1721,NC_007795.1,gene,879806,880072,+,protein_coding,SAOUHSC_00910,SAOUHSC_00910,NA,hypothetical protein
1723,NC_007795.1,gene,880619,882433,+,protein_coding,SAOUHSC_00911,SAOUHSC_00911,NA,hypothetical protein
1725,NC_007795.1,gene,882636,885245,+,protein_coding,SAOUHSC_00912,SAOUHSC_00912,NA,ATP-dependent Clp protease ATP-binding subunit ClpB
1727,NC_007795.1,gene,885304,886173,-,protein_coding,SAOUHSC_00913,SAOUHSC_00913,NA,hypothetical protein
1729,NC_007795.1,gene,886283,887428,+,protein_coding,SAOUHSC_00914,SAOUHSC_00914,NA,2-isopropylmalate synthase
1731,NC_007795.1,gene,887412,888053,+,protein_coding,SAOUHSC_00915,SAOUHSC_00915,NA,hypothetical protein
1733,NC_007795.1,gene,888046,889164,+,protein_coding,SAOUHSC_00916,SAOUHSC_00916,NA,hypothetical protein
1735,NC_007795.1,gene,889148,889663,+,protein_coding,SAOUHSC_00917,SAOUHSC_00917,NA,hypothetical protein
1737,NC_007795.1,gene,890665,890850,-,protein_coding,SAOUHSC_00919,SAOUHSC_00919,NA,hypothetical protein
1739,NC_007795.1,gene,891145,892086,+,protein_coding,SAOUHSC_00920,SAOUHSC_00920,NA,3-oxoacyl-ACP synthase III
1741,NC_007795.1,gene,892098,893342,+,protein_coding,SAOUHSC_00921,SAOUHSC_00921,NA,3-oxoacyl- synthase
1743,NC_007795.1,gene,893397,893768,-,protein_coding,SAOUHSC_00922,SAOUHSC_00922,NA,hypothetical protein
1745,NC_007795.1,gene,894011,894937,+,protein_coding,SAOUHSC_00923,SAOUHSC_00923,NA,hypothetical protein
1747,NC_007795.1,gene,894937,896007,+,protein_coding,SAOUHSC_00924,SAOUHSC_00924,NA,hypothetical protein
1749,NC_007795.1,gene,896024,897106,+,protein_coding,SAOUHSC_00925,SAOUHSC_00925,NA,hypothetical protein
1751,NC_007795.1,gene,897096,898037,+,protein_coding,SAOUHSC_00926,SAOUHSC_00926,NA,oligopeptide ABC transporter ATP-binding protein
1753,NC_007795.1,gene,898056,899711,+,protein_coding,SAOUHSC_00927,SAOUHSC_00927,NA,oligopeptide ABC transporter substrate-binding protein
1755,NC_007795.1,gene,899923,901638,+,protein_coding,SAOUHSC_00928,SAOUHSC_00928,NA,oligopeptide ABC transporter substrate-binding protein
1757,NC_007795.1,gene,901689,902675,+,protein_coding,SAOUHSC_00929,SAOUHSC_00929,NA,oligopeptide ABC transporter ATP-binding protein
1759,NC_007795.1,gene,902678,903658,+,protein_coding,SAOUHSC_00930,SAOUHSC_00930,NA,oligopeptide ABC transporter ATP-binding protein
1761,NC_007795.1,gene,903651,904613,+,protein_coding,SAOUHSC_00931,SAOUHSC_00931,NA,oligopeptide ABC transporter permease
1763,NC_007795.1,gene,904625,905506,+,protein_coding,SAOUHSC_00932,SAOUHSC_00932,NA,oligopeptide ABC transporter permease
1765,NC_007795.1,gene,905548,906537,-,protein_coding,SAOUHSC_00933,SAOUHSC_00933,NA,tryptophanyl-tRNA synthetase
1767,NC_007795.1,gene,906832,907227,+,protein_coding,spxA,SAOUHSC_00934,NA,transcriptional regulator Spx
1769,NC_007795.1,gene,907598,908317,+,protein_coding,SAOUHSC_00935,SAOUHSC_00935,NA,adaptor protein MecA
1771,NC_007795.1,gene,908438,909424,+,protein_coding,SAOUHSC_00936,SAOUHSC_00936,NA,hypothetical protein
1773,NC_007795.1,gene,909472,911280,+,protein_coding,SAOUHSC_00937,SAOUHSC_00937,NA,oligoendopeptidase F
1775,NC_007795.1,gene,911740,912546,-,protein_coding,SAOUHSC_00938,SAOUHSC_00938,NA,hypothetical protein
1777,NC_007795.1,gene,912569,912886,-,protein_coding,SAOUHSC_00939,SAOUHSC_00939,NA,hypothetical protein
1779,NC_007795.1,gene,913038,913631,-,protein_coding,SAOUHSC_00940,SAOUHSC_00940,NA,hypothetical protein
1781,NC_007795.1,gene,913817,914164,+,protein_coding,SAOUHSC_00941,SAOUHSC_00941,NA,hypothetical protein
1783,NC_007795.1,gene,914181,914816,+,protein_coding,SAOUHSC_00942,SAOUHSC_00942,NA,GTP pyrophosphokinase
1785,NC_007795.1,gene,914833,915642,+,protein_coding,ppnK,SAOUHSC_00943,NA,inorganic polyphosphate/ATP-NAD kinase
1787,NC_007795.1,gene,915639,916493,+,protein_coding,SAOUHSC_00944,SAOUHSC_00944,NA,hypothetical protein
1789,NC_007795.1,gene,916514,917899,+,protein_coding,SAOUHSC_00945,SAOUHSC_00945,NA,magnesium transporter
