,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
2032,NC_011916.1,gene,986466,987380,-,protein_coding,CCNA_00906,CCNA_00906,NA,hypothetical protein
2034,NC_011916.1,gene,987377,988105,-,protein_coding,CCNA_00907,CCNA_00907,NA,iron-containing redox enzyme
2036,NC_011916.1,gene,988042,989181,-,protein_coding,CCNA_00908,CCNA_00908,NA,3-oxoacyl-(acyl-carrier-protein) synthase III
2038,NC_011916.1,gene,989266,990003,-,protein_coding,CCNA_00909,CCNA_00909,NA,hypothetical protein
2040,NC_011916.1,gene,990076,991266,-,protein_coding,CCNA_00910,CCNA_00910,NA,erythromycin esterase family protein
2042,NC_011916.1,gene,991329,991919,-,protein_coding,CCNA_00911,CCNA_00911,NA,AAA domain ATPase
2044,NC_011916.1,gene,991916,992983,-,protein_coding,CCNA_00912,CCNA_00912,NA,beta-lactamase family protein
2046,NC_011916.1,gene,993033,993209,-,protein_coding,CCNA_00913,CCNA_00913,NA,hypothetical protein
2048,NC_011916.1,gene,993288,993815,-,protein_coding,CCNA_00914,CCNA_00914,NA,acetyltransferase
2050,NC_011916.1,gene,993947,994708,+,protein_coding,CCNA_00915,CCNA_00915,NA,Molybdenum cofactor sulfurase related protein
2052,NC_011916.1,gene,994709,994999,-,protein_coding,parE1,CCNA_00916,NA,toxin protein parE1
2054,NC_011916.1,gene,994996,995262,-,protein_coding,parD1,CCNA_00917,NA,antitoxin protein parD1
2056,NC_011916.1,gene,995336,996205,+,protein_coding,CCNA_00918,CCNA_00918,NA,peptide release factor-glutamine N5-methyltransferase
2058,NC_011916.1,gene,996243,996467,+,protein_coding,CCNA_00919,CCNA_00919,NA,hypothetical protein
2060,NC_011916.1,gene,996464,997576,+,protein_coding,CCNA_00920,CCNA_00920,NA,hypothetical protein
2062,NC_011916.1,gene,997744,998499,+,protein_coding,CCNA_00921,CCNA_00921,NA,zinc metalloprotease
2064,NC_011916.1,gene,998598,1001177,+,protein_coding,clpB,CCNA_00922,NA,ClpB protein
2066,NC_011916.1,gene,1001397,1001729,+,protein_coding,CCNA_00923,CCNA_00923,NA,hypothetical protein
2068,NC_011916.1,gene,1001739,1002017,-,protein_coding,CCNA_00924,CCNA_00924,NA,MarR/EmrR family transcriptional regulator
2070,NC_011916.1,gene,1002018,1002560,-,protein_coding,CCNA_00925,CCNA_00925,NA,hypothetical protein
2072,NC_011916.1,gene,1002665,1003636,-,protein_coding,CCNA_00926,CCNA_00926,NA,acyl CoA thioesterase
2074,NC_011916.1,gene,1003804,1004418,-,protein_coding,CCNA_00927,CCNA_00927,NA,hypothetical protein
2076,NC_011916.1,gene,1004428,1005102,-,protein_coding,CCNA_00928,CCNA_00928,NA,GntR family transcriptional regulator
2078,NC_011916.1,gene,1005247,1006242,+,protein_coding,CCNA_00929,CCNA_00929,NA,riboflavin biosynthesis protein RibD
2080,NC_011916.1,gene,1006253,1006870,+,protein_coding,CCNA_00930,CCNA_00930,NA,riboflavin synthase alpha chain
2082,NC_011916.1,gene,1006846,1008048,+,protein_coding,CCNA_00931,CCNA_00931,NA,GTP cyclohydrolase II/3%2C4-dihydroxy-2-butanone-4-phosphate synthase
2084,NC_011916.1,gene,1008064,1008525,+,protein_coding,ribH,CCNA_00932,NA,6%2C7-dimethyl-8-ribityllumazine synthase
2086,NC_011916.1,gene,1008616,1010022,+,protein_coding,CCNA_00933,CCNA_00933,NA,M28 Zn-Peptidase
2088,NC_011916.1,gene,1010073,1010594,+,protein_coding,CCNA_00934,CCNA_00934,NA,nuclear transport factor 2 family protein
2090,NC_011916.1,gene,1010693,1011679,-,protein_coding,CCNA_00935,CCNA_00935,NA,AraC-family transcriptional regulator
2092,NC_011916.1,gene,1011810,1012649,+,protein_coding,CCNA_00936,CCNA_00936,NA,hypothetical protein
2094,NC_011916.1,gene,1012655,1012924,-,protein_coding,CCNA_00937,CCNA_00937,NA,acetyltransferase
2096,NC_011916.1,gene,1013086,1014273,-,protein_coding,CCNA_00938,CCNA_00938,NA,acetyl-CoA acetyltransferase
2098,NC_011916.1,gene,1014360,1014431,-,ncRNA,CCNA_R0125,CCNA_R0125,NA,NA
2101,NC_011916.1,gene,1014509,1015012,+,protein_coding,CCNA_00939,CCNA_00939,NA,MarR-family transcriptional regulator
2103,NC_011916.1,gene,1015105,1017138,+,protein_coding,CCNA_00940,CCNA_00940,NA,sensory box GGDEF/EAL protein
2105,NC_011916.1,gene,1017151,1018374,-,protein_coding,CCNA_00941,CCNA_00941,NA,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase MnmA
2107,NC_011916.1,gene,1018428,1019351,-,protein_coding,flgL,CCNA_00942,NA,flagellar hook-associated protein FlgL
2109,NC_011916.1,gene,1019355,1021466,-,protein_coding,flaN,CCNA_00943,NA,flagellar hook-associated protein FlaN
2111,NC_011916.1,gene,1021470,1021586,-,protein_coding,CCNA_03944,CCNA_03944,NA,hypothetical protein
2113,NC_011916.1,gene,1021867,1023069,+,protein_coding,CCNA_00944,CCNA_00944,NA,flagellar hook length determination protein
2115,NC_011916.1,gene,1022922,1023653,+,protein_coding,CCNA_00945,CCNA_00945,NA,chemotaxis protein MotD
2117,NC_011916.1,gene,1023665,1024348,+,protein_coding,flgD,CCNA_00946,NA,Basal-body rod modification protein FlgD
2119,NC_011916.1,gene,1024495,1026270,+,protein_coding,flgE,CCNA_00947,NA,flagellar hook protein FlgE
2121,NC_011916.1,gene,1026439,1026720,+,protein_coding,sciP,CCNA_00948,NA,CtrA inhibitory protein SciP
2123,NC_011916.1,gene,1026741,1026965,+,protein_coding,CCNA_00949,CCNA_00949,NA,hypothetical protein
2125,NC_011916.1,gene,1026984,1028648,+,protein_coding,fliF,CCNA_00950,NA,flagellar M-ring protein FliF
2127,NC_011916.1,gene,1028648,1029670,+,protein_coding,fliG,CCNA_00951,NA,flagellar motor switch protein FliG
2129,NC_011916.1,gene,1029681,1030319,+,protein_coding,flbE,CCNA_00952,NA,flagellar assembly protein FlbE/FliH
2131,NC_011916.1,gene,1030335,1030667,+,protein_coding,fliN,CCNA_00953,NA,flagellar motor switch protein FliN
2133,NC_011916.1,gene,1030701,1032068,+,protein_coding,flbD,CCNA_00954,NA,AAA-family response regulator flbD
2135,NC_011916.1,gene,1032336,1034438,+,protein_coding,flhA,CCNA_00956,NA,flagellar biosynthesis protein FlhA
2137,NC_011916.1,gene,1034478,1035959,+,protein_coding,CCNA_00957,CCNA_00957,NA,porin O precursor
2139,NC_011916.1,gene,1035956,1037278,-,protein_coding,CCNA_00958,CCNA_00958,NA,hypothetical protein
2141,NC_011916.1,gene,1037402,1038040,+,protein_coding,CCNA_00959,CCNA_00959,NA,TetR-family transcriptional regulator
2143,NC_011916.1,gene,1038075,1038479,+,protein_coding,CCNA_00961,CCNA_00961,NA,hypothetical protein
2145,NC_011916.1,gene,1038480,1038926,-,protein_coding,CCNA_00962,CCNA_00962,NA,MarR-family transcriptional regulator
2147,NC_011916.1,gene,1038937,1039353,-,protein_coding,CCNA_00963,CCNA_00963,NA,organic hydroperoxide resistance protein
2149,NC_011916.1,gene,1039648,1039740,-,protein_coding,CCNA_00964,CCNA_00964,NA,gluconate kinase
2151,NC_011916.1,gene,1039915,1040613,-,protein_coding,CCNA_00965,CCNA_00965,NA,DnaJ-family chaperone protein
2153,NC_011916.1,gene,1040719,1041387,+,protein_coding,CCNA_00966,CCNA_00966,NA,pyridoxamine 5'-phosphate oxidase
2155,NC_011916.1,gene,1041399,1042019,-,protein_coding,CCNA_00967,CCNA_00967,NA,TetR-family transcriptional regulator
2157,NC_011916.1,gene,1042164,1043663,+,protein_coding,CCNA_00968,CCNA_00968,NA,Aminoglycoside phosphotransferase family enzyme
2159,NC_011916.1,gene,1044122,1045882,-,protein_coding,CCNA_00969,CCNA_00969,NA,two component sensor histidine kinase
2161,NC_011916.1,gene,1046120,1049140,+,protein_coding,CCNA_00970,CCNA_00970,NA,long-chain-fatty-acid--CoA ligase
2163,NC_011916.1,gene,1049148,1050041,-,protein_coding,CCNA_00971,CCNA_00971,NA,hydroxyacylglutathione hydrolase
2165,NC_011916.1,gene,1050224,1050370,+,protein_coding,CCNA_00972,CCNA_00972,NA,hypothetical protein
2167,NC_011916.1,gene,1050375,1050782,-,protein_coding,CCNA_00973,CCNA_00973,NA,protein tyrosine phosphatase family protein
2169,NC_011916.1,gene,1051388,1054555,+,protein_coding,CCNA_00974,CCNA_00974,NA,TonB-dependent outer membrane receptor
2172,NC_011916.1,gene,1055002,1056786,-,protein_coding,sppA,CCNA_00976,NA,signal peptide peptidase A
2174,NC_011916.1,gene,1056960,1057036,-,tRNA,CCNA_R0021,CCNA_R0021,NA,NA
2177,NC_011916.1,gene,1057201,1057274,+,tRNA,CCNA_R0022,CCNA_R0022,NA,NA
2181,NC_011916.1,gene,1057369,1057779,+,protein_coding,CCNA_00977,CCNA_00977,NA,transposase%2C IS4/5 family
2183,NC_011916.1,gene,1057794,1058162,+,protein_coding,CCNA_00978,CCNA_00978,NA,transposase%2C DDE family
2185,NC_011916.1,gene,1058314,1059390,+,protein_coding,CCNA_00979,CCNA_00979,NA,RND family efflux transporter%2C MFP subunit
2187,NC_011916.1,gene,1059395,1060600,+,protein_coding,lolE,CCNA_00980,NA,ABC-type transport system involved in lipoprotein release%2C permease component LolE
2189,NC_011916.1,gene,1060597,1061301,+,protein_coding,lolD,CCNA_00981,NA,ABC-type transport system involved in lipoprotein release%2C ATPase component LolD
2191,NC_011916.1,gene,1061622,1062050,+,protein_coding,mucR1,CCNA_00982,NA,ROS/MUCR transcriptional regulator MucR1
2193,NC_011916.1,gene,1062171,1063988,-,protein_coding,CCNA_00983,CCNA_00983,NA,hybrid sensor histidine kinase/receiver protein
2195,NC_011916.1,gene,1064062,1064613,-,protein_coding,CCNA_00984,CCNA_00984,NA,phosphinothricin N-acetyltransferase
2197,NC_011916.1,gene,1064610,1066802,-,protein_coding,ptrB,CCNA_00985,NA,protease II PtrB
2199,NC_011916.1,gene,1066823,1067782,+,protein_coding,CCNA_00986,CCNA_00986,NA,general stress protein 17O
2201,NC_011916.1,gene,1067843,1068046,+,protein_coding,CCNA_00987,CCNA_00987,NA,stress response protein CsbD
2203,NC_011916.1,gene,1068127,1069569,-,protein_coding,CCNA_00988,CCNA_00988,NA,Selenocysteine lyase/Cysteine desulfurase
2205,NC_011916.1,gene,1069657,1071558,+,protein_coding,CCNA_00989,CCNA_00989,NA,acyl esterase protein
2207,NC_011916.1,gene,1071582,1072052,-,protein_coding,CCNA_00990,CCNA_00990,NA,general stress protein 17O
2209,NC_011916.1,gene,1072114,1072560,-,protein_coding,CCNA_00991,CCNA_00991,NA,nodulation protein N
2211,NC_011916.1,gene,1072625,1073638,-,protein_coding,CCNA_00992,CCNA_00992,NA,hypothetical protein
2213,NC_011916.1,gene,1073710,1075248,-,protein_coding,CCNA_00993,CCNA_00993,NA,long-chain-fatty-acid--CoA ligase
2215,NC_011916.1,gene,1075409,1077076,-,protein_coding,CCNA_00994,CCNA_00994,NA,oxidoreductase%2C GMC family
2217,NC_011916.1,gene,1077242,1078576,+,protein_coding,CCNA_00995,CCNA_00995,NA,cytochrome P450 CypX
2219,NC_011916.1,gene,1078807,1079691,+,protein_coding,CCNA_00996,CCNA_00996,NA,enoyl-CoA hydratase
2221,NC_011916.1,gene,1079915,1081138,+,protein_coding,CCNA_00997,CCNA_00997,NA,hypothetical protein
2223,NC_011916.1,gene,1080923,1081336,-,ncRNA,CCNA_R0126,CCNA_R0126,NA,NA
2226,NC_011916.1,gene,1081367,1081786,+,protein_coding,mucR2,CCNA_00998,NA,ROS/MUCR transcriptional regulator MucR2
2228,NC_011916.1,gene,1081984,1082481,+,protein_coding,mopJ,CCNA_00999,NA,PAS-family motility and cell cycle regulatory protein MopJ
2231,NC_011916.1,gene,1082537,1082725,+,protein_coding,CCNA_01000,CCNA_01000,NA,hypothetical protein
2234,NC_011916.1,gene,1083029,1083940,-,protein_coding,CCNA_01001,CCNA_01001,NA,ribokinase
2236,NC_011916.1,gene,1083961,1084761,-,protein_coding,fliP,CCNA_01002,NA,flagellar biosynthesis protein FliP
2238,NC_011916.1,gene,1084761,1085081,-,protein_coding,fliO,CCNA_01003,NA,flagellar biosynthesis protein FliO
2240,NC_011916.1,gene,1085196,1085639,+,protein_coding,flgB,CCNA_01004,NA,flagellar basal-body rod protein FlgB
2242,NC_011916.1,gene,1085652,1086071,+,protein_coding,flgC,CCNA_01005,NA,flagellar basal-body rod protein flgC
2244,NC_011916.1,gene,1086082,1086393,+,protein_coding,fliE,CCNA_01006,NA,flagellar hook-basal body complex protein FliE
2246,NC_011916.1,gene,1086496,1086663,-,protein_coding,CCNA_01007,CCNA_01007,NA,hypothetical protein
2248,NC_011916.1,gene,1086800,1088464,-,protein_coding,CCNA_01008,CCNA_01008,NA,urocanate hydratase
2250,NC_011916.1,gene,1088589,1089404,-,protein_coding,CCNA_01009,CCNA_01009,NA,N-formylglutamate deformylase
2252,NC_011916.1,gene,1089523,1091064,-,protein_coding,CCNA_01010,CCNA_01010,NA,histidine ammonia-lyase
2254,NC_011916.1,gene,1091049,1092254,-,protein_coding,CCNA_01011,CCNA_01011,NA,imidazolonepropionase
2256,NC_011916.1,gene,1092339,1093718,+,protein_coding,CCNA_01012,CCNA_01012,NA,N-formimino-L-glutamate deiminase
2258,NC_011916.1,gene,1093715,1094422,+,protein_coding,CCNA_01013,CCNA_01013,NA,histidine utilization repressor
2260,NC_011916.1,gene,1094451,1094527,-,tRNA,CCNA_R0023,CCNA_R0023,NA,NA
2263,NC_011916.1,gene,1094791,1095267,-,protein_coding,CCNA_01014,CCNA_01014,NA,cysteinyl-tRNA(Pro) deacylase
2265,NC_011916.1,gene,1095313,1096998,+,protein_coding,CCNA_01015,CCNA_01015,NA,multicopper oxidase PcoA
2267,NC_011916.1,gene,1096995,1097903,+,protein_coding,CCNA_01016,CCNA_01016,NA,copper resistance protein B
2269,NC_011916.1,gene,1098179,1099771,+,protein_coding,CCNA_01017,CCNA_01017,NA,acyl-CoA synthetase
2271,NC_011916.1,gene,1099898,1100821,-,protein_coding,CCNA_01018,CCNA_01018,NA,D-galactose 1-dehydrogenase
2273,NC_011916.1,gene,1100899,1101052,-,ncRNA,CCNA_R0127,CCNA_R0127,NA,NA
2276,NC_011916.1,gene,1100992,1103268,-,protein_coding,CCNA_01019,CCNA_01019,NA,beta-glucosidase
2278,NC_011916.1,gene,1103332,1104375,-,protein_coding,CCNA_01020,CCNA_01020,NA,LacI-family transcriptional regulator
2280,NC_011916.1,gene,1105026,1108139,+,protein_coding,CCNA_01021,CCNA_01021,NA,TonB-dependent receptor
2282,NC_011916.1,gene,1108366,1109898,+,protein_coding,CCNA_01022,CCNA_01022,NA,tryptophan halogenase superfamily protein
2284,NC_011916.1,gene,1109908,1111458,+,protein_coding,CCNA_01023,CCNA_01023,NA,tryptophan halogenase superfamily protein
2286,NC_011916.1,gene,1111617,1112111,-,protein_coding,CCNA_01024,CCNA_01024,NA,hypothetical protein
2288,NC_011916.1,gene,1112124,1112747,-,protein_coding,CCNA_01025,CCNA_01025,NA,hypothetical protein
2290,NC_011916.1,gene,1112731,1113450,-,protein_coding,CCNA_01026,CCNA_01026,NA,hypothetical protein
2292,NC_011916.1,gene,1113648,1114013,-,protein_coding,CCNA_01027,CCNA_01027,NA,acetyltransferase
2294,NC_011916.1,gene,1114031,1115644,+,protein_coding,CCNA_01028,CCNA_01028,NA,M17 family aminopeptidase
2296,NC_011916.1,gene,1115733,1118816,-,protein_coding,CCNA_01029,CCNA_01029,NA,alpha-L-rhamnosidase
2298,NC_011916.1,gene,1118884,1119501,-,protein_coding,CCNA_01030,CCNA_01030,NA,peptidyl-prolyl cis-trans isomerase
2300,NC_011916.1,gene,1119701,1121353,+,protein_coding,CCNA_01031,CCNA_01031,NA,transporter%2C major facilitator superfamily
2302,NC_011916.1,gene,1121440,1122033,+,protein_coding,CCNA_01032,CCNA_01032,NA,RNA polymerase ECF-type sigma factor
2304,NC_011916.1,gene,1121997,1122992,+,protein_coding,CCNA_01033,CCNA_01033,NA,FecR family protein
2306,NC_011916.1,gene,1123037,1123071,-,ncRNA,CCNA_R0128,CCNA_R0128,NA,NA
2309,NC_011916.1,gene,1123256,1126540,+,protein_coding,CCNA_01034,CCNA_01034,NA,TonB-dependent outer membrane receptor
2311,NC_011916.1,gene,1126541,1128433,+,protein_coding,CCNA_01035,CCNA_01035,NA,gamma-glutamyltranspeptidase
2313,NC_011916.1,gene,1128325,1128505,+,ncRNA,CCNA_R0129,CCNA_R0129,NA,NA
2317,NC_011916.1,gene,1129199,1132048,-,protein_coding,CCNA_01036,CCNA_01036,NA,M14 peptidase-family protein
2319,NC_011916.1,gene,1132130,1132891,-,protein_coding,CCNA_01037,CCNA_01037,NA,GntR-family transcriptional regulator
2321,NC_011916.1,gene,1132998,1133387,-,protein_coding,CCNA_01038,CCNA_01038,NA,glyoxalase family protein
2323,NC_011916.1,gene,1133616,1134932,+,protein_coding,CCNA_01039,CCNA_01039,NA,putative hexuronate transporter%2C major facilitator superfamily
2325,NC_011916.1,gene,1134929,1136569,+,protein_coding,CCNA_01040,CCNA_01040,NA,beta-xylosidase/alpha-L-arabinofuranosidase
2327,NC_011916.1,gene,1136570,1136704,-,protein_coding,CCNA_01041,CCNA_01041,NA,hypothetical protein
2329,NC_011916.1,gene,1136823,1136907,-,ncRNA,CCNA_R0130,CCNA_R0130,NA,NA
2332,NC_011916.1,gene,1137267,1139762,-,protein_coding,CCNA_01042,CCNA_01042,NA,TonB-dependent receptor
2334,NC_011916.1,gene,1139759,1139944,-,protein_coding,CCNA_01043,CCNA_01043,NA,hypothetical protein
2336,NC_011916.1,gene,1140124,1140756,+,protein_coding,CCNA_01044,CCNA_01044,NA,AcrR-family transcriptional regulator
2338,NC_011916.1,gene,1140749,1141093,-,protein_coding,CCNA_01045,CCNA_01045,NA,conserved hypothetical cytosolic protein
2340,NC_011916.1,gene,1141093,1141746,-,protein_coding,CCNA_01046,CCNA_01046,NA,peptide methionine sulfoxide reductase msrA
2342,NC_011916.1,gene,1141901,1141990,+,tRNA,CCNA_R0024,CCNA_R0024,NA,NA
2345,NC_011916.1,gene,1142237,1144948,+,protein_coding,CCNA_01047,CCNA_01047,NA,TonB-dependent receptor
2348,NC_011916.1,gene,1145106,1145369,+,protein_coding,CCNA_01048,CCNA_01048,NA,hypothetical protein
2350,NC_011916.1,gene,1145454,1145606,+,protein_coding,CCNA_03945,CCNA_03945,NA,hypothetical protein
2352,NC_011916.1,gene,1145672,1146154,+,protein_coding,CCNA_01049,CCNA_01049,NA,hypothetical protein
2354,NC_011916.1,gene,1146283,1147911,+,protein_coding,CCNA_01050,CCNA_01050,NA,ABC transporter ATP-binding protein
2356,NC_011916.1,gene,1148357,1151464,+,protein_coding,CCNA_01051,CCNA_01051,NA,TonB-dependent receptor
2358,NC_011916.1,gene,1151554,1152276,+,protein_coding,CCNA_01052,CCNA_01052,NA,SapC family protein
2360,NC_011916.1,gene,1152201,1153307,+,protein_coding,CCNA_01053,CCNA_01053,NA,acetyltransferase
2362,NC_011916.1,gene,1153331,1154830,+,protein_coding,CCNA_01054,CCNA_01054,NA,tryptophan halogenase
2364,NC_011916.1,gene,1154844,1156148,-,protein_coding,CCNA_01055,CCNA_01055,NA,GT1 family glyscosyl transferase
2366,NC_011916.1,gene,1156159,1157466,-,protein_coding,CCNA_01056,CCNA_01056,NA,methyltransferase
2368,NC_011916.1,gene,1157551,1159047,-,protein_coding,CCNA_01057,CCNA_01057,NA,hypothetical protein
2370,NC_011916.1,gene,1159130,1159429,-,protein_coding,CCNA_01058,CCNA_01058,NA,helix-turn-helix transcriptional regulator
2372,NC_011916.1,gene,1159693,1162773,+,protein_coding,rsaA,CCNA_01059,NA,S-layer protein rsaA
2374,NC_011916.1,gene,1163016,1164752,+,protein_coding,rsaD,CCNA_01060,NA,type I protein secretion ATP-binding protein RsaD
2376,NC_011916.1,gene,1164820,1166130,+,protein_coding,rsaE,CCNA_01061,NA,type I secretion adaptor protein RsaE
2378,NC_011916.1,gene,1166270,1167247,+,protein_coding,CCNA_01062,CCNA_01062,NA,GDP-mannose 4%2C6 dehydratase
2380,NC_011916.1,gene,1167247,1167894,+,protein_coding,perB,CCNA_01063,NA,UDP-perosamine 4-acetyl transferase PerB
2382,NC_011916.1,gene,1167891,1169006,+,protein_coding,perA,CCNA_01064,NA,perosamine synthetase PerA
2384,NC_011916.1,gene,1169010,1170047,+,protein_coding,CCNA_01065,CCNA_01065,NA,glycosyltransferase
2386,NC_011916.1,gene,1170058,1171095,+,protein_coding,CCNA_01066,CCNA_01066,NA,glycosyltransferase
2388,NC_011916.1,gene,1171152,1172735,+,protein_coding,rsaFa,CCNA_01067,NA,type I secretion outer membrane protein RsaFa
2390,NC_011916.1,gene,1172841,1174130,-,protein_coding,CCNA_01068,CCNA_01068,NA,glycosyltransferase
2392,NC_011916.1,gene,1174284,1175819,+,protein_coding,CCNA_01069,CCNA_01069,NA,methyltransferase
2394,NC_011916.1,gene,1175968,1176304,+,ncRNA,CCNA_R0025,CCNA_R0025,NA,NA
2397,NC_011916.1,gene,1176250,1176311,+,ncRNA,CCNA_R0131,CCNA_R0131,NA,NA
2400,NC_011916.1,gene,1176508,1177257,-,protein_coding,CCNA_01070,CCNA_01070,NA,hypothetical protein
2402,NC_011916.1,gene,1177299,1178732,-,protein_coding,CCNA_01071,CCNA_01071,NA,alpha-ketoglutarate permease
2404,NC_011916.1,gene,1178906,1179061,-,protein_coding,CCNA_01072,CCNA_01072,NA,hypothetical protein
2406,NC_011916.1,gene,1179165,1179557,-,protein_coding,CCNA_01073,CCNA_01073,NA,zinc-finger protein
2408,NC_011916.1,gene,1179617,1179754,-,protein_coding,CCNA_01074,CCNA_01074,NA,entericidin B-like protein
2410,NC_011916.1,gene,1179849,1180265,-,protein_coding,CCNA_01075,CCNA_01075,NA,beta/gamma crystallin family protein
2412,NC_011916.1,gene,1180276,1180887,-,protein_coding,CCNA_01076,CCNA_01076,NA,beta/gamma crystallin family protein
2414,NC_011916.1,gene,1180973,1183075,-,protein_coding,CCNA_01077,CCNA_01077,NA,penicillin acylase
2416,NC_011916.1,gene,1183239,1183991,+,protein_coding,CCNA_01078,CCNA_01078,NA,methyltransferase
2418,NC_011916.1,gene,1184014,1184190,-,protein_coding,CCNA_01079,CCNA_01079,NA,hypothetical protein
2420,NC_011916.1,gene,1184254,1184817,+,protein_coding,CCNA_01080,CCNA_01080,NA,hypothetical protein
2422,NC_011916.1,gene,1184863,1185642,+,protein_coding,CCNA_01081,CCNA_01081,NA,hypothetical protein
2424,NC_011916.1,gene,1185664,1186698,-,protein_coding,CCNA_01082,CCNA_01082,NA,hypothetical protein
2426,NC_011916.1,gene,1186885,1188876,+,protein_coding,CCNA_01083,CCNA_01083,NA,HATPase superfamily protein
2428,NC_011916.1,gene,1188873,1190108,+,protein_coding,CCNA_01084,CCNA_01084,NA,hypothetical protein
2430,NC_011916.1,gene,1190105,1191112,-,protein_coding,CCNA_01085,CCNA_01085,NA,DNA-cytosine methyltransferase
2432,NC_011916.1,gene,1191305,1193113,-,protein_coding,lepA,CCNA_01086,NA,GTP-binding protein lepA
2434,NC_011916.1,gene,1193276,1193992,+,protein_coding,eipA,CCNA_01087,NA,cell envelope integrity protein EipA
2436,NC_011916.1,gene,1194028,1194555,-,protein_coding,CCNA_01088,CCNA_01088,NA,hypothetical protein
2438,NC_011916.1,gene,1194604,1196295,-,protein_coding,CCNA_01089,CCNA_01089,NA,hypothetical protein
2440,NC_011916.1,gene,1196289,1197659,-,protein_coding,CCNA_01090,CCNA_01090,NA,hypothetical protein
2442,NC_011916.1,gene,1197735,1198325,-,protein_coding,CCNA_01091,CCNA_01091,NA,peptide methionine sulfoxide reductase
2444,NC_011916.1,gene,1198379,1198681,-,protein_coding,CCNA_01092,CCNA_01092,NA,ACT domain protein
2446,NC_011916.1,gene,1198666,1198962,-,protein_coding,CCNA_01093,CCNA_01093,NA,hypothetical protein
2448,NC_011916.1,gene,1199089,1199238,-,protein_coding,CCNA_01094,CCNA_01094,NA,hypothetical protein
2451,NC_011916.1,gene,1199533,1201932,-,protein_coding,CCNA_01095,CCNA_01095,NA,phenylalanyl-tRNA synthetase beta chain
2453,NC_011916.1,gene,1202090,1203163,-,protein_coding,CCNA_01096,CCNA_01096,NA,phenylalanyl-tRNA synthetase alpha chain
2455,NC_011916.1,gene,1203412,1203768,-,protein_coding,CCNA_01097,CCNA_01097,NA,LSU ribosomal protein L20P
2457,NC_011916.1,gene,1203784,1203984,-,protein_coding,CCNA_01098,CCNA_01098,NA,LSU ribosomal protein L35P
2459,NC_011916.1,gene,1204106,1205296,-,protein_coding,CCNA_01099,CCNA_01099,NA,tetracycline resistance protein
2461,NC_011916.1,gene,1205363,1207291,-,protein_coding,CCNA_01100,CCNA_01100,NA,acylamino-acid-releasing enzyme
2463,NC_011916.1,gene,1207424,1207945,-,protein_coding,CCNA_01101,CCNA_01101,NA,translation initiation factor 3 (IF-3)
2465,NC_011916.1,gene,1208217,1208816,+,protein_coding,CCNA_01102,CCNA_01102,NA,hypothetical protein
2467,NC_011916.1,gene,1208972,1209943,-,protein_coding,CCNA_01103,CCNA_01103,NA,ADP-heptose--LPS heptosyltransferase
2469,NC_011916.1,gene,1209940,1211112,-,protein_coding,CCNA_01104,CCNA_01104,NA,glycosyltransferase
2471,NC_011916.1,gene,1211168,1212040,+,protein_coding,CCNA_01105,CCNA_01105,NA,alpha/beta hydrolase family protein
2473,NC_011916.1,gene,1212099,1212368,+,protein_coding,parD2,CCNA_01106,NA,antitoxin protein parD2
2475,NC_011916.1,gene,1212372,1212590,+,protein_coding,parE2,CCNA_01107,NA,toxin protein parE2
2477,NC_011916.1,gene,1212651,1213511,-,protein_coding,CCNA_01108,CCNA_01108,NA,nucleoside-diphosphate-sugar epimerase
2479,NC_011916.1,gene,1213683,1213757,+,tRNA,CCNA_R0026,CCNA_R0026,NA,NA
2482,NC_011916.1,gene,1213808,1213882,+,tRNA,CCNA_R0027,CCNA_R0027,NA,NA
2485,NC_011916.1,gene,1213981,1215771,+,protein_coding,CCNA_01109,CCNA_01109,NA,conserved hypothetical cytosolic protein
2487,NC_011916.1,gene,1215774,1216700,+,protein_coding,CCNA_01110,CCNA_01110,NA,2-dehydro-3-deoxygluconokinase
2489,NC_011916.1,gene,1217028,1217396,+,protein_coding,hdaB,CCNA_01111,NA,DnaA-related protein HdaB
2491,NC_011916.1,gene,1217396,1218130,+,protein_coding,CCNA_01112,CCNA_01112,NA,hypothetical protein
2493,NC_011916.1,gene,1218139,1219086,-,protein_coding,CCNA_01113,CCNA_01113,NA,rhodanese-related sulfurtransferase
2495,NC_011916.1,gene,1219079,1219504,-,protein_coding,sufE,CCNA_01114,NA,cysteine desulfurase subunit SufE
2497,NC_011916.1,gene,1219547,1220338,-,protein_coding,cckN,CCNA_01115,NA,two component sensor histidine kinase CckN
2499,NC_011916.1,gene,1220535,1222292,+,protein_coding,divJ,CCNA_01116,NA,histidine protein kinase DivJ
2501,NC_011916.1,gene,1222305,1223195,-,protein_coding,fssA,CCNA_01117,NA,flagellar motility protein FssA
2503,NC_011916.1,gene,1223264,1223593,+,protein_coding,CCNA_01118,CCNA_01118,NA,hypothetical protein
2505,NC_011916.1,gene,1223722,1224102,+,protein_coding,CCNA_01119,CCNA_01119,NA,hypothetical protein
2507,NC_011916.1,gene,1224190,1224321,-,protein_coding,CCNA_01120,CCNA_01120,NA,hypothetical protein
2509,NC_011916.1,gene,1224493,1226007,+,protein_coding,CCNA_01121,CCNA_01121,NA,MA superfamily peptidase
