,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
1882,NC_007618.1,gene,886775,886981,+,protein_coding,BAB_RS32480,BAB_RS32480,NA,hypothetical protein
1884,NC_007618.1,gene,887018,887164,-,protein_coding,BAB_RS20300,BAB_RS20300,BAB1_0914,DUF1127 domain-containing protein
1886,NC_007618.1,gene,887438,888574,+,protein_coding,BAB_RS20305,BAB_RS20305,BAB1_0915,DUF2157 domain-containing protein
1888,NC_007618.1,gene,888571,889140,+,protein_coding,BAB_RS20310,BAB_RS20310,BAB1_0916,hypothetical protein
1890,NC_007618.1,gene,889374,889456,+,tRNA,BAB_RS20315,BAB_RS20315,BAB1_2200,NA
1893,NC_007618.1,gene,889520,890959,+,protein_coding,BAB_RS20320,BAB_RS20320,BAB1_0917,trigger factor
1895,NC_007618.1,gene,891109,892611,+,protein_coding,gatB,BAB_RS20325,BAB1_0918,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B
1897,NC_007618.1,gene,892611,893114,+,protein_coding,BAB_RS20330,BAB_RS20330,BAB1_0919,N-acetyltransferase
1899,NC_007618.1,gene,893274,893684,+,protein_coding,BAB_RS20335,BAB_RS20335,BAB1_0920,NADH:ubiquinone oxidoreductase subunit NDUFA12
1901,NC_007618.1,gene,893878,894348,+,protein_coding,BAB_RS20340,BAB_RS20340,BAB1_0922,DUF2155 domain-containing protein
1903,NC_007618.1,gene,894392,894961,-,protein_coding,BAB_RS20345,BAB_RS20345,BAB1_0923,leucyl/phenylalanyl-tRNA--protein transferase
1905,NC_007618.1,gene,895012,896370,-,protein_coding,BAB_RS20350,BAB_RS20350,BAB1_0924,acetyl-CoA carboxylase biotin carboxylase subunit
1907,NC_007618.1,gene,896420,896890,-,protein_coding,BAB_RS20355,BAB_RS20355,BAB1_0925,acetyl-CoA carboxylase biotin carboxyl carrier protein
1909,NC_007618.1,gene,896892,897365,-,protein_coding,BAB_RS20360,BAB_RS20360,BAB1_0926,3-dehydroquinate dehydratase
1911,NC_007618.1,gene,897609,898406,-,protein_coding,BAB_RS20365,BAB_RS20365,BAB1_0927,DSBA oxidoreductase
1913,NC_007618.1,gene,898454,899869,-,protein_coding,BAB_RS20370,BAB_RS20370,BAB1_0928,peptidase
1915,NC_007618.1,gene,899820,900044,-,protein_coding,BAB_RS32485,BAB_RS32485,NA,hypothetical protein
1917,NC_007618.1,gene,900061,901224,+,protein_coding,BAB_RS20375,BAB_RS20375,BAB1_0929,1-aminocyclopropane-1-carboxylate deaminase
1919,NC_007618.1,gene,901343,904111,-,protein_coding,BAB_RS20380,BAB_RS20380,BAB1_0930,ribonuclease E/G
1921,NC_007618.1,gene,904114,904299,+,protein_coding,BAB_RS20385,BAB_RS20385,NA,hypothetical protein
1923,NC_007618.1,gene,904790,906058,+,protein_coding,BAB_RS20390,BAB_RS20390,BAB1_0931,N-acetylmuramoyl-L-alanine amidase
1925,NC_007618.1,gene,906338,908797,+,protein_coding,BAB_RS20395,BAB_RS20395,BAB1_0932,penicillin-binding protein 1A
1927,NC_007618.1,gene,908853,908984,-,protein_coding,BAB_RS32490,BAB_RS32490,NA,hypothetical protein
1929,NC_007618.1,gene,909032,910066,+,protein_coding,BAB_RS20400,BAB_RS20400,BAB1_0933,peptide chain release factor 2
1931,NC_007618.1,gene,910260,910628,+,protein_coding,BAB_RS20405,BAB_RS20405,BAB1_0934,IS5/IS1182 family transposase
1933,NC_007618.1,gene,910625,911017,+,protein_coding,BAB_RS20410,BAB_RS20410,BAB1_0935,IS5/IS1182 family transposase
1935,NC_007618.1,gene,911104,911472,+,protein_coding,BAB_RS20415,BAB_RS20415,BAB1_0936,IS5/IS1182 family transposase
1937,NC_007618.1,gene,911448,911861,+,protein_coding,BAB_RS20420,BAB_RS20420,BAB1_0937,IS5/IS1182 family transposase
1939,NC_007618.1,gene,912013,912375,-,protein_coding,BAB_RS20425,BAB_RS20425,NA,hypothetical protein
1941,NC_007618.1,gene,912546,913373,-,protein_coding,BAB_RS20430,BAB_RS20430,BAB1_0940,DUF455 domain-containing protein
1943,NC_007618.1,gene,913395,913859,-,protein_coding,BAB_RS20435,BAB_RS20435,BAB1_0941,thioredoxin-dependent thiol peroxidase
1945,NC_007618.1,gene,914146,917544,+,protein_coding,BAB_RS20440,BAB_RS20440,BAB1_0942,RNA-binding protein
1947,NC_007618.1,gene,917603,918856,-,protein_coding,BAB_RS20445,BAB_RS20445,BAB1_0943,tyrosine--tRNA ligase
1949,NC_007618.1,gene,918972,920093,+,protein_coding,BAB_RS20450,BAB_RS20450,BAB1_0944,anhydro-N-acetylmuramic acid kinase
1951,NC_007618.1,gene,920090,920422,-,protein_coding,BAB_RS20455,BAB_RS20455,BAB1_0945,multidrug transporter
1953,NC_007618.1,gene,920534,921208,-,protein_coding,BAB_RS20460,BAB_RS20460,BAB1_0946,alpha/beta hydrolase
1955,NC_007618.1,gene,921413,922591,+,protein_coding,BAB_RS20465,BAB_RS20465,BAB1_0947,cysteine desulfurase
1957,NC_007618.1,gene,922772,924295,+,protein_coding,BAB_RS20470,BAB_RS20470,BAB1_0948,Fe-S cluster assembly protein SufB
1959,NC_007618.1,gene,924363,925118,+,protein_coding,BAB_RS20475,BAB_RS20475,BAB1_0949,Fe-S cluster assembly ATPase SufC
1961,NC_007618.1,gene,925132,926409,+,protein_coding,BAB_RS20480,BAB_RS20480,BAB1_0950,Fe-S cluster assembly protein SufD
1963,NC_007618.1,gene,926491,927735,+,protein_coding,BAB_RS20485,BAB_RS20485,BAB1_0951,cysteine desulfurase
1965,NC_007618.1,gene,927732,928151,+,protein_coding,BAB_RS20490,BAB_RS20490,BAB1_0952,SUF system Fe-S cluster assembly protein
1967,NC_007618.1,gene,928185,929156,-,protein_coding,BAB_RS20495,BAB_RS20495,BAB1_0953,glycosyltransferase family 2 protein
1969,NC_007618.1,gene,929363,929438,-,tRNA,BAB_RS20500,BAB_RS20500,BAB1_2201,NA
1972,NC_007618.1,gene,929583,930356,+,protein_coding,BAB_RS20505,BAB_RS20505,BAB1_0954,NAD(+) kinase
1974,NC_007618.1,gene,930684,932132,+,protein_coding,BAB_RS20510,BAB_RS20510,BAB1_0955,ATP-dependent helicase
1976,NC_007618.1,gene,932369,932749,-,protein_coding,BAB_RS20515,BAB_RS20515,BAB1_0956,Fe-S cluster assembly scaffold SufA
1978,NC_007618.1,gene,933204,933458,+,protein_coding,BAB_RS20520,BAB_RS20520,NA,hypothetical protein
1980,NC_007618.1,gene,933539,933739,+,protein_coding,BAB_RS20525,BAB_RS20525,BAB1_0960,copper chaperone
1982,NC_007618.1,gene,933890,934072,+,protein_coding,BAB_RS32495,BAB_RS32495,BAB1_0961,hypothetical protein
1984,NC_007618.1,gene,934066,934734,+,protein_coding,BAB_RS20530,BAB_RS20530,BAB1_0962,protein-L-isoaspartate O-methyltransferase
1986,NC_007618.1,gene,934873,936243,+,protein_coding,BAB_RS20535,BAB_RS20535,BAB1_0963,transporter
1988,NC_007618.1,gene,936493,937224,+,protein_coding,BAB_RS20540,BAB_RS20540,BAB1_0964,DUF2497 domain-containing protein
1990,NC_007618.1,gene,937319,937522,+,protein_coding,BAB_RS32500,BAB_RS32500,BAB1_0965,hypothetical protein
1992,NC_007618.1,gene,937515,940247,+,protein_coding,BAB_RS20545,BAB_RS20545,BAB1_0966,valine--tRNA ligase
1994,NC_007618.1,gene,940638,940940,+,protein_coding,BAB_RS20550,BAB_RS20550,NA,hypothetical protein
1996,NC_007618.1,gene,940968,941939,+,protein_coding,BAB_RS20555,BAB_RS20555,BAB1_0967,transporter
1998,NC_007618.1,pseudogene,942005,942877,-,pseudogene,BAB_RS20565,BAB_RS20565,NA,oxidoreductase
2000,NC_007618.1,gene,942905,943192,-,protein_coding,BAB_RS20570,BAB_RS20570,NA,hypothetical protein
2002,NC_007618.1,gene,943119,943652,-,protein_coding,BAB_RS20575,BAB_RS20575,NA,ABC transporter substrate-binding protein
2004,NC_007618.1,pseudogene,943997,944499,-,pseudogene,BAB_RS20580,BAB_RS20580,BAB1_0971,molybdopterin-guanine dinucleotide biosynthesis protein B
2006,NC_007618.1,gene,944496,945161,-,protein_coding,BAB_RS20585,BAB_RS20585,BAB1_0972,molybdenum cofactor guanylyltransferase
2008,NC_007618.1,gene,945337,946371,-,protein_coding,BAB_RS20590,BAB_RS20590,BAB1_0973,cyclic pyranopterin monophosphate synthase
2010,NC_007618.1,gene,946558,946917,+,protein_coding,BAB_RS20595,BAB_RS20595,BAB1_0974,DUF971 domain-containing protein
2012,NC_007618.1,gene,946985,947788,-,protein_coding,BAB_RS20600,BAB_RS20600,NA,FAD-dependent monooxygenase
2014,NC_007618.1,gene,948436,950055,-,protein_coding,BAB_RS20605,BAB_RS20605,BAB1_0977,fumarate hydratase
2016,NC_007618.1,gene,950195,950392,-,protein_coding,BAB_RS32505,BAB_RS32505,NA,hypothetical protein
2018,NC_007618.1,pseudogene,950365,952364,+,pseudogene,BAB_RS20610,BAB_RS20610,NA,peptidoglycan-binding protein
2020,NC_007618.1,gene,952504,952578,-,tRNA,BAB_RS20620,BAB_RS20620,BAB1_2202,NA
2023,NC_007618.1,gene,952995,953071,+,tRNA,BAB_RS20625,BAB_RS20625,BAB1_2203,NA
2026,NC_007618.1,gene,953165,953416,-,protein_coding,BAB_RS20630,BAB_RS20630,BAB1_0981,GlsB/YeaQ/YmgE family stress response membrane protein
2028,NC_007618.1,gene,953773,953846,-,tRNA,BAB_RS20640,BAB_RS20640,BAB1_2204,NA
2031,NC_007618.1,gene,953925,954950,-,protein_coding,BAB_RS20645,BAB_RS20645,BAB1_0983,site-specific integrase
2033,NC_007618.1,gene,954937,955140,-,protein_coding,BAB_RS20650,BAB_RS20650,NA,hypothetical protein
2035,NC_007618.1,gene,955143,955358,-,protein_coding,BAB_RS20655,BAB_RS20655,NA,hypothetical protein
2037,NC_007618.1,gene,955355,955558,-,protein_coding,BAB_RS20660,BAB_RS20660,NA,hypothetical protein
2039,NC_007618.1,pseudogene,955608,956326,+,pseudogene,BAB_RS32510,BAB_RS32510,NA,hypothetical protein
2041,NC_007618.1,gene,956323,956553,+,protein_coding,BAB_RS20675,BAB_RS20675,BAB1_0986,hypothetical protein
2043,NC_007618.1,gene,956550,956825,+,protein_coding,BAB_RS20680,BAB_RS20680,BAB1_0987,hypothetical protein
2045,NC_007618.1,gene,956848,957324,+,protein_coding,BAB_RS20685,BAB_RS20685,NA,hypothetical protein
2047,NC_007618.1,pseudogene,957670,958379,+,pseudogene,BAB_RS32515,BAB_RS32515,NA,autotransporter outer membrane beta-barrel domain-containing protein
2049,NC_007618.1,gene,958727,958897,-,protein_coding,BAB_RS20700,BAB_RS20700,BAB1_0991,DUF1508 domain-containing protein
2051,NC_007618.1,gene,958896,959129,+,protein_coding,BAB_RS32520,BAB_RS32520,BAB1_0992,hypothetical protein
2053,NC_007618.1,gene,959245,959559,-,protein_coding,BAB_RS20705,BAB_RS20705,BAB1_0993,hypothetical protein
2055,NC_007618.1,gene,959559,959804,-,protein_coding,BAB_RS20710,BAB_RS20710,NA,hypothetical protein
2057,NC_007618.1,gene,959943,960575,+,protein_coding,BAB_RS20715,BAB_RS20715,NA,queuine tRNA-ribosyltransferase
2059,NC_007618.1,gene,960645,961013,+,protein_coding,BAB_RS20720,BAB_RS20720,BAB1_0996,IS5/IS1182 family transposase
2061,NC_007618.1,gene,961010,961402,+,protein_coding,BAB_RS20725,BAB_RS20725,NA,IS5/IS1182 family transposase
2063,NC_007618.1,gene,961403,961696,+,protein_coding,BAB_RS20730,BAB_RS20730,NA,hypothetical protein
2065,NC_007618.1,gene,961742,962176,+,protein_coding,BAB_RS20735,BAB_RS20735,NA,hypothetical protein
2067,NC_007618.1,gene,962505,963956,+,protein_coding,BAB_RS20740,BAB_RS20740,NA,hypothetical protein
2069,NC_007618.1,gene,964282,965514,+,protein_coding,BAB_RS20745,BAB_RS20745,BAB1_0999,glycosyl transferase
2071,NC_007618.1,gene,965511,967070,+,protein_coding,BAB_RS20750,BAB_RS20750,BAB1_1000,glycoside hydrolase
2073,NC_007618.1,gene,967051,967272,-,protein_coding,BAB_RS32525,BAB_RS32525,BAB1_1001,hypothetical protein
2075,NC_007618.1,gene,967417,968175,+,protein_coding,BAB_RS20755,BAB_RS20755,BAB1_1002,acetylmuramidase
2077,NC_007618.1,gene,968535,968717,+,protein_coding,BAB_RS32530,BAB_RS32530,BAB1_1004,hypothetical protein
2079,NC_007618.1,gene,969134,969481,+,protein_coding,BAB_RS20760,BAB_RS20760,BAB1_1008,arsenate reductase (glutaredoxin)
2081,NC_007618.1,gene,969852,971117,+,protein_coding,BAB_RS20765,BAB_RS20765,BAB1_1009,septal ring lytic transglycosylase RlpA family protein
2083,NC_007618.1,gene,971228,972418,+,protein_coding,BAB_RS20770,BAB_RS20770,BAB1_1010,D-alanyl-D-alanine carboxypeptidase
2085,NC_007618.1,gene,972500,973144,+,protein_coding,BAB_RS20775,BAB_RS20775,BAB1_1011,thymidylate kinase
2087,NC_007618.1,gene,973141,974223,+,protein_coding,BAB_RS20780,BAB_RS20780,BAB1_1012,DNA polymerase III subunit delta'
2089,NC_007618.1,gene,974392,975939,+,protein_coding,BAB_RS20785,BAB_RS20785,BAB1_1014,methionine--tRNA ligase
2091,NC_007618.1,gene,975948,976739,+,protein_coding,BAB_RS20790,BAB_RS20790,BAB1_1015,TatD family deoxyribonuclease
2093,NC_007618.1,gene,976742,977560,+,protein_coding,BAB_RS20795,BAB_RS20795,BAB1_1016,phosphoribosyl 1%2C2-cyclic phosphodiesterase
2095,NC_007618.1,gene,977610,979409,-,protein_coding,BAB_RS20800,BAB_RS20800,BAB1_1017,beta-(1-->2)glucan export ATP-binding/permease NdvA
2097,NC_007618.1,gene,979722,980702,+,protein_coding,BAB_RS20805,BAB_RS20805,BAB1_1019,RluA family pseudouridine synthase
2099,NC_007618.1,gene,980705,981628,+,protein_coding,BAB_RS20810,BAB_RS20810,BAB1_1020,EamA/RhaT family transporter
2101,NC_007618.1,gene,981625,982290,+,protein_coding,BAB_RS20815,BAB_RS20815,BAB1_1021,haloacid dehalogenase
2103,NC_007618.1,gene,982332,983114,+,protein_coding,BAB_RS20820,BAB_RS20820,BAB1_1022,ATPase
2105,NC_007618.1,gene,983240,984649,-,protein_coding,BAB_RS20825,BAB_RS20825,BAB1_1023,type I glutamate--ammonia ligase
2107,NC_007618.1,gene,984797,985135,-,protein_coding,BAB_RS20830,BAB_RS20830,BAB1_1024,nitrogen regulatory protein P-II 1
2109,NC_007618.1,gene,985442,986947,+,protein_coding,BAB_RS20835,BAB_RS20835,BAB1_1025,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
2111,NC_007618.1,gene,986978,987250,-,protein_coding,BAB_RS20840,BAB_RS20840,BAB1_1026,hypothetical protein
2113,NC_007618.1,gene,987247,987951,-,protein_coding,BAB_RS20845,BAB_RS20845,BAB1_1027,phosphoglycolate phosphatase
2115,NC_007618.1,gene,988298,988996,+,protein_coding,BAB_RS20850,BAB_RS20850,NA,ribose-5-phosphate isomerase
2117,NC_007618.1,gene,989022,989558,+,protein_coding,BAB_RS20855,BAB_RS20855,BAB1_1029,DUF2059 domain-containing protein
2119,NC_007618.1,gene,989712,991106,+,protein_coding,BAB_RS20860,BAB_RS20860,BAB1_1030,glutathione-disulfide reductase
2121,NC_007618.1,gene,991315,992694,+,protein_coding,BAB_RS20865,BAB_RS20865,BAB1_1031,3-deoxy-7-phosphoheptulonate synthase class II
2123,NC_007618.1,gene,992808,993158,+,protein_coding,BAB_RS20870,BAB_RS20870,BAB1_1032,diacylglycerol kinase
2125,NC_007618.1,gene,993223,994902,+,protein_coding,BAB_RS20875,BAB_RS20875,BAB1_1033,NAD+ synthase
2127,NC_007618.1,gene,994914,996287,+,protein_coding,BAB_RS20880,BAB_RS20880,BAB1_1034,glutamate--tRNA ligase 1
2129,NC_007618.1,gene,996205,996957,-,protein_coding,BAB_RS20885,BAB_RS20885,BAB1_1035,hypothetical protein
2131,NC_007618.1,gene,997101,999425,-,protein_coding,BAB_RS20890,BAB_RS20890,BAB1_1036,NADP-dependent malic enzyme
2133,NC_007618.1,gene,999360,999617,+,protein_coding,BAB_RS32535,BAB_RS32535,NA,hypothetical protein
2135,NC_007618.1,gene,999643,1000623,-,protein_coding,BAB_RS20895,BAB_RS20895,BAB1_1037,dipeptide epimerase
2137,NC_007618.1,gene,1000684,1001859,+,protein_coding,BAB_RS20900,BAB_RS20900,BAB1_1038,STAS domain-containing protein
2139,NC_007618.1,pseudogene,1001856,1002126,-,pseudogene,BAB_RS32540,BAB_RS32540,NA,hypothetical protein
2141,NC_007618.1,gene,1002076,1002933,+,protein_coding,BAB_RS20905,BAB_RS20905,BAB1_1039,ABC transporter ATP-binding protein
2143,NC_007618.1,gene,1002937,1003932,+,protein_coding,BAB_RS20910,BAB_RS20910,BAB1_1040,MCE family protein
2145,NC_007618.1,gene,1003929,1004558,+,protein_coding,BAB_RS20915,BAB_RS20915,BAB1_1041,ABC transporter
2147,NC_007618.1,gene,1004798,1009534,-,protein_coding,BAB_RS20920,BAB_RS20920,BAB1_1043,kinesin
2149,NC_007618.1,gene,1009674,1009904,+,protein_coding,BAB_RS32545,BAB_RS32545,BAB1_1044,hypothetical protein
2151,NC_007618.1,gene,1009826,1010065,-,protein_coding,BAB_RS32550,BAB_RS32550,NA,hypothetical protein
2153,NC_007618.1,gene,1010075,1010398,+,protein_coding,BAB_RS20930,BAB_RS20930,BAB1_1045,reductase
2155,NC_007618.1,gene,1010435,1010641,+,protein_coding,BAB_RS20935,BAB_RS20935,NA,thioredoxin reductase
2157,NC_007618.1,gene,1010716,1011039,+,protein_coding,BAB_RS20940,BAB_RS20940,NA,NAD(P)/FAD-dependent oxidoreductase
2159,NC_007618.1,gene,1011044,1011664,-,protein_coding,BAB_RS20945,BAB_RS20945,BAB1_1048,DUF922 domain-containing protein
2161,NC_007618.1,gene,1011822,1012661,+,protein_coding,BAB_RS20950,BAB_RS20950,BAB1_1049,dihydropteroate synthase
2163,NC_007618.1,gene,1012680,1013039,+,protein_coding,BAB_RS20955,BAB_RS20955,BAB1_1050,dihydroneopterin aldolase
2165,NC_007618.1,gene,1013036,1013569,+,protein_coding,BAB_RS20960,BAB_RS20960,BAB1_1051,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2167,NC_007618.1,gene,1013684,1014217,-,protein_coding,BAB_RS20965,BAB_RS20965,BAB1_1052,hypothetical protein
2169,NC_007618.1,gene,1014493,1015566,-,protein_coding,BAB_RS20970,BAB_RS20970,BAB1_1053,TIGR01620 family protein
2171,NC_007618.1,gene,1015563,1017023,-,protein_coding,BAB_RS20975,BAB_RS20975,BAB1_1054,hypothetical protein
2173,NC_007618.1,gene,1017116,1017616,-,protein_coding,BAB_RS20980,BAB_RS20980,BAB1_1055,histidine phosphatase family protein
2175,NC_007618.1,gene,1018012,1018428,+,protein_coding,BAB_RS20985,BAB_RS20985,BAB1_1056,RNA polymerase-binding protein DksA
2177,NC_007618.1,gene,1018574,1019830,-,protein_coding,BAB_RS20990,BAB_RS20990,BAB1_1058,type IV secreted protein VceC
2179,NC_007618.1,gene,1020320,1022893,+,protein_coding,BAB_RS20995,BAB_RS20995,NA,PAS domain-containing sensor histidine kinase
2181,NC_007618.1,gene,1022918,1024126,+,protein_coding,BAB_RS21000,BAB_RS21000,BAB1_1060,aminoacetone oxidase family FAD-binding enzyme
2183,NC_007618.1,gene,1024157,1025479,+,protein_coding,BAB_RS21005,BAB_RS21005,BAB1_1061,6-aminohexanoate-dimer hydrolase
2185,NC_007618.1,gene,1025460,1026686,-,protein_coding,BAB_RS21010,BAB_RS21010,BAB1_1062,mechanosensitive ion channel family protein
2187,NC_007618.1,gene,1026776,1030549,-,protein_coding,BAB_RS21015,BAB_RS21015,BAB1_1063,ribonucleoside-diphosphate reductase%2C adenosylcobalamin-dependent
2189,NC_007618.1,gene,1030514,1030702,+,protein_coding,BAB_RS32555,BAB_RS32555,NA,hypothetical protein
2191,NC_007618.1,gene,1030611,1030850,+,protein_coding,BAB_RS32560,BAB_RS32560,BAB1_1064,hypothetical protein
2193,NC_007618.1,gene,1031260,1031748,-,protein_coding,BAB_RS21020,BAB_RS21020,BAB1_1065,NUDIX domain-containing protein
2195,NC_007618.1,pseudogene,1031989,1032487,-,pseudogene,BAB_RS21025,BAB_RS21025,BAB1_1066,xanthine phosphoribosyltransferase
2197,NC_007618.1,gene,1032471,1032710,-,protein_coding,BAB_RS32565,BAB_RS32565,BAB1_1067,hypothetical protein
2199,NC_007618.1,gene,1032937,1033782,-,protein_coding,BAB_RS21030,BAB_RS21030,BAB1_1068,universal stress protein
2201,NC_007618.1,gene,1033860,1034618,-,protein_coding,BAB_RS21035,BAB_RS21035,BAB1_1069,competence/damage-inducible protein A
2203,NC_007618.1,gene,1034523,1034726,+,protein_coding,BAB_RS32570,BAB_RS32570,NA,hypothetical protein
2205,NC_007618.1,gene,1034779,1035378,+,protein_coding,BAB_RS21040,BAB_RS21040,BAB1_1070,NAD(P)H dehydrogenase (quinone)
2207,NC_007618.1,gene,1035527,1035612,+,tRNA,BAB_RS21045,BAB_RS21045,BAB1_2205,NA
2210,NC_007618.1,gene,1035680,1036939,+,protein_coding,BAB_RS21050,BAB_RS21050,NA,threonine dehydratase
2212,NC_007618.1,gene,1037006,1038601,+,protein_coding,BAB_RS21055,BAB_RS21055,BAB1_1072,ATP-dependent helicase
2214,NC_007618.1,gene,1038772,1039800,+,protein_coding,BAB_RS21060,BAB_RS21060,BAB1_1073,cysteine synthase A
2216,NC_007618.1,gene,1039803,1040546,+,protein_coding,BAB_RS21065,BAB_RS21065,BAB1_1074,alanyl-tRNA editing protein
2218,NC_007618.1,gene,1040573,1041427,+,protein_coding,BAB_RS21070,BAB_RS21070,BAB1_1075,3-mercaptopyruvate sulfurtransferase
2220,NC_007618.1,gene,1041429,1041950,+,protein_coding,BAB_RS21075,BAB_RS21075,BAB1_1076,N-acetyltransferase
2222,NC_007618.1,gene,1042137,1043627,-,protein_coding,BAB_RS21080,BAB_RS21080,BAB1_1077,acetyl-CoA hydrolase
2224,NC_007618.1,pseudogene,1043892,1045433,-,pseudogene,BAB_RS32575,BAB_RS32575,NA,EmrB/QacA family drug resistance transporter
2226,NC_007618.1,gene,1045433,1046053,-,protein_coding,BAB_RS21095,BAB_RS21095,NA,HlyD family secretion protein
2228,NC_007618.1,pseudogene,1046137,1047233,+,pseudogene,BAB_RS21100,BAB_RS21100,NA,X-Pro dipeptidase
2230,NC_007618.1,pseudogene,1047277,1048259,-,pseudogene,BAB_RS21110,BAB_RS21110,NA,alcohol dehydrogenase
2232,NC_007618.1,gene,1048807,1049637,-,protein_coding,BAB_RS21115,BAB_RS21115,BAB1_1085,class I SAM-dependent methyltransferase
2234,NC_007618.1,gene,1049746,1050711,-,protein_coding,BAB_RS21120,BAB_RS21120,BAB1_1086,bile acid:sodium symporter
2236,NC_007618.1,gene,1050739,1050891,-,protein_coding,BAB_RS32580,BAB_RS32580,BAB1_1087,hypothetical protein
2238,NC_007618.1,gene,1050840,1051847,-,protein_coding,BAB_RS21125,BAB_RS21125,BAB1_1088,UDP-glucose 4-epimerase GalE
2240,NC_007618.1,pseudogene,1051813,1051935,-,pseudogene,BAB_RS32585,BAB_RS32585,NA,UDP-glucose 4-epimerase
2242,NC_007618.1,gene,1051992,1052816,+,protein_coding,BAB_RS21130,BAB_RS21130,BAB1_1089,nucleoside triphosphate pyrophosphohydrolase
2244,NC_007618.1,gene,1052825,1053436,-,protein_coding,BAB_RS21135,BAB_RS21135,BAB1_1090,flavin reductase family protein
2246,NC_007618.1,gene,1053479,1054063,-,protein_coding,BAB_RS21140,BAB_RS21140,BAB1_1091,nitroreductase
2248,NC_007618.1,gene,1054283,1055293,+,protein_coding,BAB_RS21145,BAB_RS21145,BAB1_1092,hypothetical protein
2250,NC_007618.1,gene,1055348,1057324,-,protein_coding,BAB_RS21150,BAB_RS21150,BAB1_1093,threonine--tRNA ligase
2252,NC_007618.1,pseudogene,1057323,1057542,+,pseudogene,BAB_RS32590,BAB_RS32590,NA,hypothetical protein
2254,NC_007618.1,gene,1057539,1058732,-,protein_coding,BAB_RS21155,BAB_RS21155,BAB1_1094,D-alanyl-D-alanine carboxypeptidase
2256,NC_007618.1,gene,1058878,1059249,-,protein_coding,BAB_RS21160,BAB_RS21160,BAB1_1095,membrane protein insertion efficiency factor YidD
2258,NC_007618.1,gene,1059251,1059691,-,protein_coding,BAB_RS21165,BAB_RS21165,BAB1_1096,iron-sulfur cluster assembly scaffold protein
2260,NC_007618.1,gene,1059955,1060596,+,protein_coding,BAB_RS21170,BAB_RS21170,BAB1_1097,GTP cyclohydrolase I FolE
2262,NC_007618.1,gene,1060619,1061038,+,protein_coding,BAB_RS21175,BAB_RS21175,BAB1_1098,phosphoribosyl-AMP cyclohydrolase
2264,NC_007618.1,gene,1061255,1062202,+,protein_coding,BAB_RS21180,BAB_RS21180,BAB1_1099,patatin family protein
2266,NC_007618.1,gene,1062289,1062468,+,protein_coding,BAB_RS21185,BAB_RS21185,NA,hypothetical protein
2268,NC_007618.1,gene,1062506,1062589,+,tRNA,BAB_RS21190,BAB_RS21190,BAB1_2206,NA
2271,NC_007618.1,gene,1062675,1063919,+,protein_coding,BAB_RS21195,BAB_RS21195,BAB1_1100,integrase
2273,NC_007618.1,gene,1064058,1064462,+,protein_coding,BAB_RS21200,BAB_RS21200,BAB1_1101,hypothetical protein
2275,NC_007618.1,gene,1064520,1064792,+,protein_coding,BAB_RS32595,BAB_RS32595,NA,hypothetical protein
2277,NC_007618.1,gene,1064804,1065025,-,protein_coding,BAB_RS32600,BAB_RS32600,NA,hypothetical protein
2279,NC_007618.1,gene,1065362,1065580,-,protein_coding,BAB_RS32605,BAB_RS32605,NA,hypothetical protein
2281,NC_007618.1,gene,1065518,1065745,+,protein_coding,BAB_RS32610,BAB_RS32610,BAB1_1102,hypothetical protein
2283,NC_007618.1,gene,1066209,1067249,-,protein_coding,BAB_RS21205,BAB_RS21205,NA,hypothetical protein
2285,NC_007618.1,gene,1067807,1068424,-,protein_coding,BAB_RS21210,BAB_RS21210,BAB1_1104,recombinase family protein
2287,NC_007618.1,gene,1068509,1068733,+,protein_coding,BAB_RS32615,BAB_RS32615,NA,hypothetical protein
2289,NC_007618.1,gene,1068814,1069194,-,protein_coding,BAB_RS32620,BAB_RS32620,NA,hypothetical protein
2291,NC_007618.1,gene,1069551,1070084,-,protein_coding,BAB_RS21220,BAB_RS21220,BAB1_1106,hypothetical protein
2293,NC_007618.1,gene,1070428,1070512,+,tRNA,BAB_RS21225,BAB_RS21225,BAB1_2207,NA
2296,NC_007618.1,pseudogene,1070653,1071797,-,pseudogene,BAB_RS21230,BAB_RS21230,NA,CoA transferase
2298,NC_007618.1,gene,1071876,1073060,-,protein_coding,BAB_RS21235,BAB_RS21235,BAB1_1109,acyl-CoA dehydrogenase
2300,NC_007618.1,pseudogene,1073162,1074093,+,pseudogene,BAB_RS21240,BAB_RS21240,BAB1_1110,LysR family transcriptional regulator
2302,NC_007618.1,gene,1074063,1075046,-,protein_coding,BAB_RS21245,BAB_RS21245,BAB1_1111,LLM class flavin-dependent oxidoreductase
2304,NC_007618.1,gene,1075127,1078216,-,protein_coding,BAB_RS21250,BAB_RS21250,BAB1_1112,acriflavine resistance protein B
2306,NC_007618.1,gene,1078226,1079374,-,protein_coding,BAB_RS21255,BAB_RS21255,BAB1_1113,MexH family multidrug efflux RND transporter periplasmic adaptor subunit
