,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
1081,NC_003317.1,gene,513453,514796,-,protein_coding,BME_RS02470,BME_RS02470,BMEI0492,two-component sensor histidine kinase
1083,NC_003317.1,gene,514940,515647,-,protein_coding,BME_RS02475,BME_RS02475,BMEI0493,DNA-binding response regulator
1085,NC_003317.1,gene,515747,516286,-,protein_coding,BME_RS02480,BME_RS02480,BMEI0494,MarR family transcriptional regulator
1087,NC_003317.1,gene,516337,516633,-,protein_coding,BME_RS02485,BME_RS02485,NA,hypothetical protein
1089,NC_003317.1,gene,516808,517089,+,protein_coding,BME_RS02490,BME_RS02490,BMEI0495,hypothetical protein
1091,NC_003317.1,gene,517160,517306,+,protein_coding,BME_RS16030,BME_RS16030,NA,hypothetical protein
1093,NC_003317.1,gene,517303,517959,+,protein_coding,BME_RS02495,BME_RS02495,BMEI0496,MBL fold metallo-hydrolase
1095,NC_003317.1,gene,518018,518521,-,protein_coding,BME_RS02500,BME_RS02500,BMEI0497,BA14K family protein
1097,NC_003317.1,pseudogene,518737,519004,+,pseudogene,BME_RS16035,BME_RS16035,NA,hypothetical protein
1099,NC_003317.1,gene,518938,519153,-,protein_coding,BME_RS02505,BME_RS02505,BMEI0498,cold-shock protein
1101,NC_003317.1,gene,519648,520451,-,protein_coding,BME_RS02510,BME_RS02510,BMEI0500,lytic transglycosylase
1103,NC_003317.1,gene,520583,523405,-,protein_coding,BME_RS02515,BME_RS02515,BMEI0501,excinuclease ABC subunit UvrB
1105,NC_003317.1,pseudogene,523531,524111,-,pseudogene,BME_RS02520,BME_RS02520,BMEI0502,peptide-binding protein
1107,NC_003317.1,gene,524333,524722,+,protein_coding,BME_RS02525,BME_RS02525,BMEI0503,acyl-CoA thioesterase
1109,NC_003317.1,gene,524855,525766,-,protein_coding,BME_RS02530,BME_RS02530,NA,extensin
1111,NC_003317.1,gene,526044,526394,+,protein_coding,BME_RS02535,BME_RS02535,BMEI0505,membrane protein
1113,NC_003317.1,gene,526399,527310,-,protein_coding,BME_RS02540,BME_RS02540,BMEI0506,EamA/RhaT family transporter
1115,NC_003317.1,gene,527288,527476,+,protein_coding,BME_RS16040,BME_RS16040,NA,hypothetical protein
1117,NC_003317.1,gene,527466,528521,+,protein_coding,BME_RS02545,BME_RS02545,BMEI0507,DUF1176 domain-containing protein
1119,NC_003317.1,gene,528790,529263,+,protein_coding,BME_RS02550,BME_RS02550,BMEI0508,transcription elongation factor GreA
1121,NC_003317.1,gene,529270,530334,+,protein_coding,BME_RS02555,BME_RS02555,BMEI0509,glycosyltransferase family 1 protein
1123,NC_003317.1,gene,530341,530811,-,protein_coding,BME_RS02560,BME_RS02560,BMEI0510,Lrp/AsnC family transcriptional regulator
1125,NC_003317.1,gene,531069,532469,-,protein_coding,BME_RS02565,BME_RS02565,BMEI0511,TrkH family potassium uptake protein
1127,NC_003317.1,gene,532791,533765,+,protein_coding,BME_RS02570,BME_RS02570,BMEI0512,thioredoxin-disulfide reductase
1129,NC_003317.1,gene,533836,534741,+,protein_coding,BME_RS02575,BME_RS02575,BMEI0513,LysR family transcriptional regulator
1131,NC_003317.1,gene,534793,535008,-,protein_coding,BME_RS02580,BME_RS02580,BMEI0514,hypothetical protein
1133,NC_003317.1,gene,535005,535190,-,protein_coding,BME_RS02585,BME_RS02585,NA,hypothetical protein
1135,NC_003317.1,gene,535210,536412,-,protein_coding,BME_RS02590,BME_RS02590,BMEI0516,pyridoxal phosphate-dependent aminotransferase
1137,NC_003317.1,gene,536662,537273,+,protein_coding,BME_RS02595,BME_RS02595,BMEI0517,glutathione S-transferase family protein
1139,NC_003317.1,gene,537402,537611,-,protein_coding,BME_RS02600,BME_RS02600,NA,cold-shock protein
1141,NC_003317.1,gene,537804,538244,-,protein_coding,BME_RS02605,BME_RS02605,BMEI0519,NUDIX domain-containing protein
1143,NC_003317.1,gene,538455,540320,+,protein_coding,BME_RS02610,BME_RS02610,BMEI0520,ABC transporter ATP-binding protein/permease
1145,NC_003317.1,gene,540378,540779,-,protein_coding,BME_RS16045,BME_RS16045,BMEI0521,hypothetical protein
1147,NC_003317.1,gene,541037,544525,-,protein_coding,BME_RS02615,BME_RS02615,BMEI0522,carbamoyl phosphate synthase large subunit
1149,NC_003317.1,pseudogene,544760,545574,-,pseudogene,BME_RS02620,BME_RS02620,NA,DNA-binding protein
1151,NC_003317.1,gene,545645,546163,+,protein_coding,BME_RS02625,BME_RS02625,BMEI0524,DUF2306 domain-containing protein
1153,NC_003317.1,gene,546280,547206,+,protein_coding,BME_RS02630,BME_RS02630,BMEI0525,flagellar biosynthesis protein FlgM
1155,NC_003317.1,gene,547378,548601,-,protein_coding,BME_RS02635,BME_RS02635,BMEI0526,carbamoyl phosphate synthase small subunit
1157,NC_003317.1,gene,548981,549433,+,protein_coding,BME_RS02640,BME_RS02640,BMEI0527,GatB/YqeY domain-containing protein
1159,NC_003317.1,pseudogene,549500,551176,-,pseudogene,BME_RS02645,BME_RS02645,NA,Na+ cotransporter
1161,NC_003317.1,gene,551546,553513,+,protein_coding,BME_RS02650,BME_RS02650,BMEI0530,DNA primase
1163,NC_003317.1,gene,553592,553822,-,protein_coding,BME_RS16050,BME_RS16050,BMEI0531,hypothetical protein
1165,NC_003317.1,gene,553985,556003,+,protein_coding,BME_RS02655,BME_RS02655,BMEI0532,RNA polymerase sigma factor RpoD
1167,NC_003317.1,gene,556027,556317,+,protein_coding,BME_RS02660,BME_RS02660,BMEI0533,hypothetical protein
1169,NC_003317.1,gene,556509,556967,+,protein_coding,BME_RS02665,BME_RS02665,BMEI0534,YcgN family cysteine cluster protein
1171,NC_003317.1,gene,557211,557555,+,protein_coding,BME_RS02670,BME_RS02670,BMEI0535,hypothetical protein
1173,NC_003317.1,gene,557729,558481,-,protein_coding,BME_RS02675,BME_RS02675,BMEI0536,SIMPL domain-containing protein
1175,NC_003317.1,gene,558758,558834,+,tRNA,BME_RS02680,BME_RS02680,BMEIt15,NA
1178,NC_003317.1,gene,558899,559393,-,protein_coding,BME_RS02685,BME_RS02685,NA,integrase
1180,NC_003317.1,gene,559629,560201,+,protein_coding,BME_RS02690,BME_RS02690,NA,hypothetical protein
1182,NC_003317.1,gene,560362,560715,-,protein_coding,BME_RS02695,BME_RS02695,BMEI0540,hypothetical protein
1184,NC_003317.1,gene,560934,561509,+,protein_coding,BME_RS02700,BME_RS02700,NA,hypothetical protein
1186,NC_003317.1,gene,561412,561711,+,protein_coding,BME_RS16055,BME_RS16055,NA,hypothetical protein
1188,NC_003317.1,gene,561915,562718,-,protein_coding,BME_RS02710,BME_RS02710,BMEI0542,hypothetical protein
1190,NC_003317.1,gene,562994,564097,+,protein_coding,BME_RS02715,BME_RS02715,BMEI0543,linear amide C-N hydrolase
1192,NC_003317.1,gene,564160,564339,+,protein_coding,BME_RS16060,BME_RS16060,NA,hypothetical protein
1194,NC_003317.1,gene,564295,564561,-,protein_coding,BME_RS02720,BME_RS02720,BMEI0544,hypothetical protein
1196,NC_003317.1,pseudogene,564592,564796,-,pseudogene,BME_RS16065,BME_RS16065,NA,hypothetical protein
1198,NC_003317.1,gene,564908,565969,+,protein_coding,BME_RS02725,BME_RS02725,BMEI0545,DUF475 domain-containing protein
1200,NC_003317.1,gene,565966,566595,-,protein_coding,BME_RS02730,BME_RS02730,BMEI0546,bifunctional nicotinamidase/pyrazinamidase
1202,NC_003317.1,gene,566733,566954,+,protein_coding,BME_RS02735,BME_RS02735,BMEI0547,PhnA protein
1204,NC_003317.1,gene,566957,568075,-,protein_coding,BME_RS02740,BME_RS02740,BMEI0548,hybrid-cluster NAD(P)-dependent oxidoreductase
1206,NC_003317.1,gene,568109,569356,-,protein_coding,BME_RS02745,BME_RS02745,BMEI0549,aromatic ring-hydroxylating dioxygenase subunit alpha
1208,NC_003317.1,gene,569707,569949,+,protein_coding,BME_RS16070,BME_RS16070,NA,D-lyxose/D-mannose family sugar isomerase
1210,NC_003317.1,gene,569964,570392,+,protein_coding,BME_RS16075,BME_RS16075,BMEI0550,D-lyxose/D-mannose family sugar isomerase
1212,NC_003317.1,gene,570486,570899,-,protein_coding,BME_RS02755,BME_RS02755,BMEI0551,hypothetical protein
1214,NC_003317.1,gene,570896,571150,-,protein_coding,BME_RS16080,BME_RS16080,NA,hypothetical protein
1216,NC_003317.1,gene,571189,572133,-,protein_coding,BME_RS02760,BME_RS02760,BMEI0552,alpha/beta hydrolase
1218,NC_003317.1,gene,572370,572549,+,protein_coding,BME_RS02765,BME_RS02765,NA,hypothetical protein
1220,NC_003317.1,gene,572629,574278,+,protein_coding,BME_RS02770,BME_RS02770,BMEI0553,energy-dependent translational throttle protein EttA
1222,NC_003317.1,pseudogene,574351,575117,+,pseudogene,BME_RS02775,BME_RS02775,BMEI0554,trans-aconitate 2-methyltransferase
1224,NC_003317.1,gene,575291,575545,-,protein_coding,BME_RS16085,BME_RS16085,BMEI0555,hypothetical protein
1226,NC_003317.1,gene,575538,576878,+,protein_coding,BME_RS02780,BME_RS02780,BMEI0556,MFS transporter
1228,NC_003317.1,gene,576933,577256,-,protein_coding,BME_RS02785,BME_RS02785,BMEI0557,DUF2293 domain-containing protein
1230,NC_003317.1,gene,577376,578401,+,protein_coding,BME_RS02790,BME_RS02790,BMEI0558,methyltransferase domain-containing protein
1232,NC_003317.1,pseudogene,578447,579358,+,pseudogene,BME_RS02795,BME_RS02795,BMEI0559,methylenetetrahydrofolate reductase [NAD(P)H]
1234,NC_003317.1,gene,579793,580728,-,protein_coding,BME_RS02800,BME_RS02800,BMEI0560,AEC family transporter
1236,NC_003317.1,gene,580790,581869,-,protein_coding,BME_RS02805,BME_RS02805,BMEI0561,lytic murein transglycosylase
1238,NC_003317.1,gene,582144,582977,-,protein_coding,BME_RS02810,BME_RS02810,BMEI0562,glycoside hydrolase
1240,NC_003317.1,gene,583281,583685,+,protein_coding,BME_RS02815,BME_RS02815,BMEI0563,hypothetical protein
1242,NC_003317.1,gene,583804,584514,+,protein_coding,BME_RS02820,BME_RS02820,BMEI0564,molecular chaperone DjlA
1244,NC_003317.1,gene,584511,585317,+,protein_coding,BME_RS02825,BME_RS02825,BMEI0565,N-acetylmuramoyl-L-alanine amidase
1246,NC_003317.1,gene,585658,586302,+,protein_coding,BME_RS02830,BME_RS02830,NA,lytic transglycosylase
1248,NC_003317.1,gene,586462,586887,+,RNase_P_RNA,rnpB,BME_RS15765,NA,NA
1251,NC_003317.1,gene,587004,588374,-,protein_coding,BME_RS02835,BME_RS02835,BMEI0569,divalent metal cation transporter
1253,NC_003317.1,gene,588601,588870,-,protein_coding,BME_RS16090,BME_RS16090,BMEI0570,hypothetical protein
1255,NC_003317.1,gene,588848,589888,+,protein_coding,BME_RS02840,BME_RS02840,BMEI0571,ribosomal RNA small subunit methyltransferase H
1257,NC_003317.1,gene,589893,590306,+,protein_coding,BME_RS02845,BME_RS02845,BMEI0572,hypothetical protein
1259,NC_003317.1,gene,590297,592120,+,protein_coding,BME_RS02850,BME_RS02850,BMEI0573,penicillin-binding protein 2
1261,NC_003317.1,gene,592175,593647,+,protein_coding,BME_RS02855,BME_RS02855,BMEI0574,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
1263,NC_003317.1,gene,593644,595089,+,protein_coding,BME_RS02860,BME_RS02860,BMEI0575,UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C 6-diaminopimelate--D-alanyl-D-alanine ligase
1265,NC_003317.1,gene,595116,596198,+,protein_coding,BME_RS02865,BME_RS02865,BMEI0576,phospho-N-acetylmuramoyl-pentapeptide-transferase
1267,NC_003317.1,gene,596211,597614,+,protein_coding,BME_RS02870,BME_RS02870,BMEI0577,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
1269,NC_003317.1,gene,597614,598771,+,protein_coding,BME_RS02875,BME_RS02875,BMEI0578,putative lipid II flippase FtsW
1271,NC_003317.1,gene,598998,600137,+,protein_coding,BME_RS02880,BME_RS02880,BMEI0579,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
1273,NC_003317.1,gene,600134,601549,+,protein_coding,BME_RS02885,BME_RS02885,BMEI0580,UDP-N-acetylmuramate--L-alanine ligase
1275,NC_003317.1,gene,601549,602517,+,protein_coding,BME_RS02890,BME_RS02890,BMEI0581,UDP-N-acetylenolpyruvoylglucosamine reductase
1277,NC_003317.1,gene,602760,603686,+,protein_coding,BME_RS02895,BME_RS02895,BMEI0582,D-alanine--D-alanine ligase
1279,NC_003317.1,gene,603674,604609,+,protein_coding,BME_RS02900,BME_RS02900,BMEI0583,cell division protein FtsQ
1281,NC_003317.1,gene,604606,605928,+,protein_coding,BME_RS02905,BME_RS02905,BMEI0584,cell division protein FtsA
1283,NC_003317.1,pseudogene,606025,607727,+,pseudogene,BME_RS02910,BME_RS02910,BMEI0585,cell division protein FtsZ
1285,NC_003317.1,gene,608267,609127,+,protein_coding,BME_RS02915,BME_RS02915,BMEI0586,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
1287,NC_003317.1,gene,609187,609450,-,protein_coding,BME_RS16095,BME_RS16095,NA,hypothetical protein
1289,NC_003317.1,gene,609534,610397,+,protein_coding,BME_RS02920,BME_RS02920,BMEI0587,outer membrane protein assembly factor BamD
1291,NC_003317.1,gene,610410,612089,+,protein_coding,BME_RS02925,BME_RS02925,BMEI0588,DNA repair protein RecN
1293,NC_003317.1,gene,612275,614434,+,protein_coding,BME_RS02930,BME_RS02930,BMEI0589,DNA ligase (NAD(+)) LigA
1295,NC_003317.1,gene,614434,615138,+,protein_coding,BME_RS02935,BME_RS02935,BMEI0590,DUF2461 domain-containing protein
1297,NC_003317.1,gene,615139,616965,-,protein_coding,BME_RS02940,BME_RS02940,BMEI0591,aminopeptidase P family protein
1299,NC_003317.1,gene,617042,617899,-,protein_coding,BME_RS02945,BME_RS02945,BMEI0592,50S ribosomal protein L11 methyltransferase
1301,NC_003317.1,gene,617937,618527,-,protein_coding,BME_RS02950,BME_RS02950,BMEI0593,SCO family protein
1303,NC_003317.1,gene,618636,619325,+,protein_coding,BME_RS02955,BME_RS02955,BMEI0594,antibiotic acetyltransferase
1305,NC_003317.1,gene,619390,619887,+,protein_coding,BME_RS02960,BME_RS02960,BMEI0595,hypothetical protein
1307,NC_003317.1,gene,619961,622537,-,protein_coding,BME_RS02965,BME_RS02965,BMEI0596,ATP-dependent DNA helicase
1309,NC_003317.1,gene,622596,623672,-,protein_coding,BME_RS02970,BME_RS02970,BMEI0597,serine/threonine protein kinase
1311,NC_003317.1,gene,623792,624301,+,protein_coding,BME_RS02975,BME_RS02975,BMEI0598,heme-degrading domain-containing protein
1313,NC_003317.1,gene,624326,625732,+,protein_coding,BME_RS02980,BME_RS02980,BMEI0599,FAD-binding protein
1315,NC_003317.1,gene,625924,629667,+,protein_coding,BME_RS02990,BME_RS02990,BMEI0600,AsmA family protein
1317,NC_003317.1,gene,629695,629946,-,protein_coding,BME_RS02995,BME_RS02995,BMEI0601,hypothetical protein
1319,NC_003317.1,gene,629943,630143,-,protein_coding,BME_RS03000,BME_RS03000,BMEI0602,DUF4169 domain-containing protein
1321,NC_003317.1,gene,630524,631093,-,protein_coding,BME_RS03010,BME_RS03010,BMEI0603,hypothetical protein
1323,NC_003317.1,gene,631174,631998,-,protein_coding,BME_RS03015,BME_RS03015,BMEI0604,TetR/AcrR family transcriptional regulator
1325,NC_003317.1,pseudogene,632194,633406,+,pseudogene,BME_RS03020,BME_RS03020,BMEI0605,Bcr/CflA family drug resistance efflux transporter
1327,NC_003317.1,gene,633423,633789,-,tmRNA,ssrA,BME_RS16100,NA,NA
1330,NC_003317.1,gene,633794,633982,+,protein_coding,BME_RS16105,BME_RS16105,NA,hypothetical protein
1332,NC_003317.1,gene,633979,634290,+,protein_coding,BME_RS03025,BME_RS03025,BMEI0607,DUF2853 domain-containing protein
1334,NC_003317.1,gene,634391,635185,+,protein_coding,BME_RS03030,BME_RS03030,BMEI0608,thymidylate synthase
1336,NC_003317.1,gene,635188,635706,+,protein_coding,BME_RS03035,BME_RS03035,BMEI0609,dihydrofolate reductase
1338,NC_003317.1,gene,635831,636985,+,protein_coding,BME_RS03040,BME_RS03040,BMEI0610,FtsH protease activity modulator HflK
1340,NC_003317.1,gene,636985,637887,+,protein_coding,BME_RS03045,BME_RS03045,BMEI0611,protease modulator HflC
1342,NC_003317.1,gene,637907,638092,+,protein_coding,BME_RS03050,BME_RS03050,BMEI0612,DUF2065 domain-containing protein
1344,NC_003317.1,gene,638316,639890,+,protein_coding,BME_RS03055,BME_RS03055,BMEI0613,PDZ domain-containing protein
1346,NC_003317.1,gene,640020,641201,+,protein_coding,BME_RS03060,BME_RS03060,BMEI0614,NAD(P)/FAD-dependent oxidoreductase
1348,NC_003317.1,gene,641242,642141,-,protein_coding,BME_RS03065,BME_RS03065,BMEI0615,phosphoserine phosphatase SerB
1350,NC_003317.1,gene,642159,643091,+,protein_coding,BME_RS03070,BME_RS03070,BMEI0616,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
1352,NC_003317.1,pseudogene,643171,643355,-,pseudogene,BME_RS16110,BME_RS16110,NA,carbonic anhydrase
1354,NC_003317.1,gene,643338,645161,+,protein_coding,BME_RS03075,BME_RS03075,BMEI0617,acetolactate synthase 3 large subunit
1356,NC_003317.1,gene,645180,645752,+,protein_coding,BME_RS03080,BME_RS03080,BMEI0618,acetolactate synthase small subunit
1358,NC_003317.1,gene,645936,647057,+,protein_coding,BME_RS03085,BME_RS03085,BMEI0619,ATP-binding protein
1360,NC_003317.1,gene,647058,647459,-,protein_coding,BME_RS03090,BME_RS03090,BMEI0620,STAS/SEC14 domain-containing protein
1362,NC_003317.1,gene,647756,648496,+,protein_coding,BME_RS03095,BME_RS03095,BMEI0621,pyridoxine 5'-phosphate synthase
1364,NC_003317.1,gene,648866,650821,+,protein_coding,trkD,BME_RS03100,BMEI0622,potassium transporter Kup
1366,NC_003317.1,gene,651031,651672,+,protein_coding,BME_RS03105,BME_RS03105,BMEI0623,TetR/AcrR family transcriptional regulator
1368,NC_003317.1,gene,651728,652747,+,protein_coding,BME_RS03110,BME_RS03110,BMEI0624,ketol-acid reductoisomerase
1370,NC_003317.1,gene,652826,653050,+,protein_coding,BME_RS03115,BME_RS03115,NA,hypothetical protein
1372,NC_003317.1,gene,653183,654415,+,protein_coding,BME_RS03120,BME_RS03120,BMEI0626,PLP-dependent aminotransferase family protein
1374,NC_003317.1,gene,654461,654868,-,protein_coding,BME_RS03125,BME_RS03125,BMEI0627,BA14K family protein
1376,NC_003317.1,gene,655053,656162,+,protein_coding,BME_RS03130,BME_RS03130,BMEI0628,endonuclease
1378,NC_003317.1,pseudogene,656182,656914,+,pseudogene,BME_RS03135,BME_RS03135,BMEI0629,NUDIX hydrolase
1380,NC_003317.1,gene,657019,657945,+,protein_coding,BME_RS03140,BME_RS03140,BMEI0630,PhzF family phenazine biosynthesis protein
1382,NC_003317.1,gene,658097,658531,+,protein_coding,BME_RS03145,BME_RS03145,BMEI0631,pyridoxamine 5'-phosphate oxidase family protein
1384,NC_003317.1,gene,658659,659684,-,protein_coding,BME_RS03150,BME_RS03150,BMEI0632,hypothetical protein
1386,NC_003317.1,gene,659953,660342,+,protein_coding,BME_RS03155,BME_RS03155,BMEI0633,fluoride efflux transporter CrcB
1388,NC_003317.1,gene,660355,661167,+,protein_coding,BME_RS03160,BME_RS03160,BMEI0634,fluoride ion transporter CrcB
1390,NC_003317.1,pseudogene,661188,661907,-,pseudogene,BME_RS16115,BME_RS16115,NA,cobalt ABC transporter ATP-binding protein
1392,NC_003317.1,gene,661904,662668,-,protein_coding,BME_RS03175,BME_RS03175,BMEI0637,cobalt ECF transporter T component CbiQ
1394,NC_003317.1,gene,662665,663291,-,protein_coding,BME_RS03180,BME_RS03180,BMEI0638,hypothetical protein
1396,NC_003317.1,pseudogene,663288,663924,-,pseudogene,BME_RS03185,BME_RS03185,BMEI0640,cobalamin biosynthesis protein CbiM
1398,NC_003317.1,gene,663944,664702,-,protein_coding,BME_RS03190,BME_RS03190,BMEI0641,DUF4198 domain-containing protein
1400,NC_003317.1,gene,664729,665778,-,protein_coding,BME_RS03195,BME_RS03195,BMEI0642,urea transporter
1402,NC_003317.1,gene,665788,666696,-,protein_coding,BME_RS03200,BME_RS03200,BMEI0643,urease accessory protein ureD 2
1404,NC_003317.1,gene,666696,667334,-,protein_coding,BME_RS03205,BME_RS03205,BMEI0644,Urease accessory protein UreG 2
1406,NC_003317.1,gene,667350,668081,-,protein_coding,BME_RS03210,BME_RS03210,BMEI0645,urease accessory protein UreF
1408,NC_003317.1,gene,668053,668658,-,protein_coding,ureE,BME_RS03215,BMEI0646,urease accessory protein UreE
1410,NC_003317.1,gene,668706,670427,-,protein_coding,BME_RS03220,BME_RS03220,BMEI0647,urease subunit alpha 2
1412,NC_003317.1,gene,670467,670946,-,protein_coding,BME_RS03225,BME_RS03225,BMEI0648,urease subunit beta
1414,NC_003317.1,gene,670995,671297,-,protein_coding,BME_RS03230,BME_RS03230,BMEI0649,urease subunit gamma
1416,NC_003317.1,gene,672112,673407,+,protein_coding,BME_RS03235,BME_RS03235,BMEI0651,glycoside hydrolase family 10 protein
1418,NC_003317.1,gene,673480,673716,+,protein_coding,BME_RS16120,BME_RS16120,BMEI0652,hypothetical protein
1420,NC_003317.1,gene,673794,673973,-,protein_coding,BME_RS16125,BME_RS16125,NA,hypothetical protein
1422,NC_003317.1,gene,673953,675020,+,protein_coding,BME_RS03240,BME_RS03240,BMEI0653,glycoside hydrolase family 43
1424,NC_003317.1,pseudogene,675017,677787,+,pseudogene,BME_RS03245,BME_RS03245,NA,multidrug ABC transporter ATP-binding protein
1426,NC_003317.1,gene,677789,678901,+,protein_coding,BME_RS03250,BME_RS03250,BMEI0656,ABC transporter permease
1429,NC_003317.1,gene,679395,681257,+,protein_coding,BME_RS03255,BME_RS03255,BMEI0657,TonB-dependent receptor
1431,NC_003317.1,gene,681271,682110,+,protein_coding,BME_RS03260,BME_RS03260,BMEI0658,ABC transporter substrate-binding protein
1433,NC_003317.1,gene,682103,683104,+,protein_coding,BME_RS03265,BME_RS03265,BMEI0659,iron ABC transporter permease
1435,NC_003317.1,gene,683101,683877,+,protein_coding,BME_RS03270,BME_RS03270,NA,ABC transporter ATP-binding protein
1437,NC_003317.1,gene,683874,684989,-,protein_coding,BME_RS03275,BME_RS03275,BMEI0661,gfo/Idh/MocA family oxidoreductase
1439,NC_003317.1,gene,685368,685784,+,protein_coding,BME_RS16130,BME_RS16130,BMEI0662,hypothetical protein
1441,NC_003317.1,gene,685766,686278,+,protein_coding,BME_RS16135,BME_RS16135,BMEI0663,sugar ABC transporter substrate-binding protein
1443,NC_003317.1,gene,686565,687692,+,protein_coding,BME_RS03285,BME_RS03285,BMEI0664,ABC transporter permease
1445,NC_003317.1,gene,687706,688485,+,protein_coding,BME_RS03290,BME_RS03290,BMEI0665,sugar ABC transporter ATP-binding protein
1447,NC_003317.1,gene,688500,689309,+,protein_coding,BME_RS03295,BME_RS03295,BMEI0666,NAD(P)-dependent oxidoreductase
1449,NC_003317.1,gene,689403,689825,+,protein_coding,BME_RS03300,BME_RS03300,BMEI0667,RbsD/FucU transporter
1451,NC_003317.1,gene,689959,690498,-,protein_coding,BME_RS03305,BME_RS03305,BMEI0668,calcium-binding protein
1453,NC_003317.1,gene,690744,690819,-,tRNA,BME_RS03310,BME_RS03310,BMEIt16,NA
1456,NC_003317.1,gene,690782,690988,-,protein_coding,BME_RS16140,BME_RS16140,BMEI0669,hypothetical protein
1458,NC_003317.1,gene,691395,692057,+,protein_coding,BME_RS03315,BME_RS03315,BMEI0670,DedA family protein
1460,NC_003317.1,gene,692475,694043,+,protein_coding,BME_RS03320,BME_RS03320,BMEI0671,TerC family protein
1462,NC_003317.1,gene,694223,694408,+,protein_coding,BME_RS03325,BME_RS03325,NA,hypothetical protein
1464,NC_003317.1,gene,694674,695678,+,protein_coding,BME_RS03330,BME_RS03330,BMEI0673,sulfate ABC transporter substrate-binding protein
1466,NC_003317.1,gene,695850,696671,+,protein_coding,BME_RS03335,BME_RS03335,BMEI0674,sulfate ABC transporter permease subunit CysT
1468,NC_003317.1,gene,696658,697488,+,protein_coding,BME_RS03340,BME_RS03340,BMEI0675,sulfate ABC transporter permease subunit CysW
1470,NC_003317.1,pseudogene,697534,698139,-,pseudogene,BME_RS16145,BME_RS16145,NA,esterase
1472,NC_003317.1,gene,698366,699337,-,protein_coding,BME_RS03355,BME_RS03355,BMEI0678,lysylphosphatidylglycerol synthetase family protein
1474,NC_003317.1,gene,699337,701196,-,protein_coding,BME_RS03360,BME_RS03360,BMEI0679,Kef family K(+) transporter
1476,NC_003317.1,gene,701274,703811,-,protein_coding,BME_RS03365,BME_RS03365,BMEI0680,protein translocase subunit SecDF
1478,NC_003317.1,gene,703920,704387,-,protein_coding,BME_RS03370,BME_RS03370,BMEI0681,hypothetical protein
1480,NC_003317.1,gene,704577,707153,+,protein_coding,BME_RS03375,BME_RS03375,BMEI0682,mechanosensitive ion channel family protein
1482,NC_003317.1,gene,707260,707550,+,protein_coding,BME_RS03380,BME_RS03380,BMEI0683,hypothetical protein
1484,NC_003317.1,pseudogene,707636,710197,-,pseudogene,BME_RS03385,BME_RS03385,BMEI0684,dehydrogenase
1486,NC_003317.1,gene,710463,711461,-,protein_coding,BME_RS03395,BME_RS03395,BMEI0685,GlxA family transcriptional regulator
1488,NC_003317.1,gene,711907,712827,+,protein_coding,BME_RS03400,BME_RS03400,BMEI0686,LysR family transcriptional regulator
1490,NC_003317.1,gene,713007,713141,+,protein_coding,BME_RS03405,BME_RS03405,NA,entericidin%2C EcnA/B family
1492,NC_003317.1,gene,713537,714427,-,protein_coding,BME_RS03410,BME_RS03410,BMEI0688,3-hydroxyisobutyrate dehydrogenase
1494,NC_003317.1,gene,714459,715616,-,protein_coding,BME_RS03415,BME_RS03415,BMEI0689,acyl-CoA dehydrogenase
1496,NC_003317.1,gene,715695,715880,+,protein_coding,BME_RS16150,BME_RS16150,NA,hypothetical protein
1498,NC_003317.1,gene,715891,717342,+,protein_coding,BME_RS03420,BME_RS03420,BMEI0690,cobyric acid synthase CobQ
1501,NC_003317.1,gene,717656,717844,+,protein_coding,BME_RS03425,BME_RS03425,BMEI0691,cobalt transporter
1503,NC_003317.1,gene,717933,718649,+,protein_coding,BME_RS03430,BME_RS03430,NA,cobalt transporter
1505,NC_003317.1,gene,718655,719176,+,protein_coding,BME_RS03435,BME_RS03435,BMEI0693,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
1507,NC_003317.1,gene,719180,720229,+,protein_coding,BME_RS03440,BME_RS03440,BMEI0694,cobalamin biosynthesis protein CobW
1509,NC_003317.1,gene,720229,724020,+,protein_coding,BME_RS03445,BME_RS03445,BMEI0695,cobaltochelatase subunit CobN
1511,NC_003317.1,gene,724013,724651,+,protein_coding,BME_RS03450,BME_RS03450,BMEI0696,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
1513,NC_003317.1,gene,724651,725079,+,protein_coding,BME_RS03455,BME_RS03455,BMEI0697,EamA family transporter
1515,NC_003317.1,pseudogene,725076,725862,-,pseudogene,BME_RS03460,BME_RS03460,NA,hypothetical protein
1517,NC_003317.1,gene,726022,726468,+,protein_coding,BME_RS03465,BME_RS03465,NA,hypothetical protein
1519,NC_003317.1,gene,726461,726856,+,protein_coding,BME_RS03470,BME_RS03470,BMEI0700,precorrin-3B C(17)-methyltransferase
1521,NC_003317.1,gene,726916,727674,+,protein_coding,BME_RS03475,BME_RS03475,NA,precorrin-4 C(11)-methyltransferase
